commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Rossemaison,600,0.2,0.26,0.35,0.19,0.52,0.92
Rossenges,65,0.22,0.25,0.34,0.2,0.49,0.89
Rossinière,568,0.21,0.22,0.37,0.2,0.49,0.85
Rothenbrunnen,303,0.2,0.25,0.41,0.13,0.48,0.89
Rothenburg,7336,0.2,0.25,0.38,0.17,0.5,0.91
Rothenfluh,775,0.18,0.24,0.4,0.17,0.49,0.93
Rothenthurm,2302,0.23,0.29,0.35,0.12,0.5,0.86
Rothrist,8683,0.19,0.29,0.35,0.17,0.5,0.79
Rottenschwil,806,0.18,0.28,0.41,0.13,0.54,0.9
Rougemont,887,0.16,0.23,0.33,0.28,0.49,0.64
Roveredo (GR),2511,0.17,0.25,0.38,0.2,0.5,0.77
Rovio,816,0.16,0.21,0.43,0.19,0.5,0.8
Rovray,176,0.24,0.31,0.3,0.15,0.48,0.93
Rubigen,2920,0.18,0.24,0.39,0.19,0.49,0.93
Rudolfstetten-Friedlisberg,4403,0.19,0.29,0.36,0.17,0.49,0.74
Rue,1473,0.21,0.29,0.37,0.13,0.49,0.87
Rueyres,265,0.27,0.28,0.31,0.14,0.52,0.89
Rueyres-les-Prés,432,0.23,0.32,0.29,0.16,0.5,0.85
Rumendingen,84,0.2,0.35,0.24,0.21,0.55,0.98
Rumisberg,469,0.15,0.23,0.41,0.22,0.51,0.96
Rupperswil,5144,0.19,0.31,0.36,0.14,0.51,0.79
Russikon,4291,0.19,0.23,0.39,0.19,0.5,0.87
Russin,540,0.18,0.26,0.41,0.15,0.53,0.73
Ruswil,6842,0.21,0.29,0.36,0.15,0.51,0.92
Römerswil,1706,0.23,0.27,0.37,0.13,0.5,0.94
Röschenz,1845,0.19,0.23,0.41,0.16,0.51,0.91
Röthenbach im Emmental,1206,0.21,0.24,0.35,0.2,0.52,0.98
Rüderswil,2335,0.19,0.27,0.35,0.19,0.51,0.96
Rüdlingen,736,0.18,0.19,0.42,0.2,0.49,0.91
Rüdtligen-Alchenflüh,2434,0.17,0.32,0.34,0.16,0.5,0.75
Rüeggisberg,1819,0.17,0.22,0.4,0.2,0.5,0.96
Rüegsau,3201,0.18,0.26,0.35,0.2,0.49,0.96
Rüfenach,866,0.18,0.23,0.42,0.18,0.52,0.86
Rümikon,291,0.14,0.32,0.42,0.12,0.53,0.71
Rümlang,7773,0.18,0.34,0.34,0.15,0.51,0.69
Rümligen,436,0.15,0.27,0.4,0.18,0.5,0.96
Rümlingen,386,0.21,0.24,0.38,0.18,0.52,0.76
Rünenberg,776,0.17,0.22,0.38,0.23,0.51,0.94
Rüschegg,1606,0.15,0.23,0.41,0.22,0.49,0.96
Rüschlikon,5673,0.19,0.24,0.37,0.2,0.49,0.7
Rüte,3525,0.23,0.27,0.34,0.17,0.52,0.95
Rüthi (SG),2255,0.2,0.28,0.37,0.15,0.53,0.78
Rüti (ZH),12047,0.17,0.3,0.35,0.18,0.5,0.77
Rüti bei Büren,839,0.15,0.24,0.4,0.21,0.49,0.92
Rüti bei Lyssach,171,0.19,0.3,0.36,0.15,0.51,0.95
Rütschelen,571,0.2,0.21,0.39,0.2,0.49,0.96
Rüttenen,1507,0.17,0.24,0.37,0.22,0.48,0.93
S-chanf,697,0.16,0.27,0.37,0.2,0.53,0.84
Saanen,6871,0.16,0.28,0.37,0.2,0.51,0.73
Saas-Almagell,390,0.15,0.29,0.39,0.17,0.48,0.86
Saas-Balen,369,0.13,0.27,0.4,0.2,0.45,0.9
Saas-Fee,1621,0.16,0.29,0.41,0.14,0.52,0.7
Saas-Grund,1043,0.16,0.24,0.4,0.2,0.49,0.88
Sachseln,5064,0.2,0.26,0.37,0.18,0.5,0.87
Safenwil,3694,0.18,0.26,0.38,0.17,0.5,0.8
Safiental,896,0.19,0.22,0.35,0.24,0.52,0.94
Safnern,1951,0.19,0.22,0.39,0.21,0.49,0.92
Sagogn,689,0.19,0.25,0.35,0.21,0.52,0.89
Saicourt,607,0.2,0.24,0.41,0.14,0.5,0.95
Saignelégier,2536,0.19,0.27,0.36,0.18,0.5,0.92
Saillon,2481,0.21,0.28,0.33,0.18,0.5,0.78
Saint-Aubin (FR),1659,0.22,0.28,0.36,0.14,0.5,0.79
Saint-Aubin-Sauges,2509,0.18,0.27,0.35,0.2,0.48,0.76
Saint-Barthélemy (VD),784,0.2,0.29,0.39,0.11,0.54,0.89
Saint-Blaise,3284,0.19,0.25,0.34,0.22,0.5,0.79
Saint-Brais,235,0.2,0.24,0.38,0.19,0.5,0.97
Saint-Cergue,2443,0.18,0.27,0.41,0.15,0.53,0.66
Saint-George,956,0.23,0.23,0.39,0.15,0.5,0.76
Saint-Gingolph,912,0.16,0.2,0.39,0.25,0.49,0.77
Saint-Imier,5098,0.19,0.28,0.34,0.2,0.49,0.72
Saint-Livres,713,0.21,0.26,0.39,0.14,0.51,0.82
Saint-Légier-La Chiésaz,5074,0.22,0.21,0.38,0.18,0.49,0.75
Saint-Léonard,2269,0.19,0.26,0.37,0.17,0.49,0.79
Saint-Martin (FR),1034,0.23,0.26,0.37,0.14,0.51,0.88
Saint-Martin (VS),875,0.15,0.21,0.35,0.29,0.49,0.95
Saint-Maurice,4492,0.2,0.3,0.33,0.17,0.49,0.72
Saint-Oyens,346,0.22,0.26,0.38,0.13,0.49,0.82
Saint-Prex,5603,0.21,0.28,0.36,0.15,0.49,0.63
Saint-Saphorin (Lavaux),384,0.24,0.24,0.36,0.16,0.53,0.79
Saint-Sulpice (VD),3904,0.17,0.35,0.31,0.18,0.53,0.55
Sainte-Croix,4783,0.17,0.25,0.34,0.24,0.5,0.81
Salenstein,1282,0.14,0.21,0.45,0.2,0.5,0.74
Salgesch,1465,0.18,0.25,0.36,0.21,0.51,0.85
Salmsach,1405,0.18,0.3,0.37,0.15,0.5,0.73
Salvan,1339,0.15,0.27,0.37,0.21,0.49,0.9
Samedan,2995,0.16,0.29,0.38,0.18,0.49,0.76
Samnaun,773,0.14,0.3,0.42,0.14,0.51,0.78
San Vittore,766,0.12,0.26,0.43,0.18,0.5,0.77
Sant'Antonino,2411,0.18,0.28,0.36,0.17,0.5,0.72
Sant'Antonio,239,0.13,0.21,0.41,0.25,0.52,0.89
Santa Maria in Calanca,102,0.08,0.13,0.5,0.29,0.5,0.94
Sargans,6025,0.18,0.33,0.33,0.17,0.49,0.75
Sarmenstorf,2804,0.2,0.28,0.37,0.15,0.49,0.86
Sarnen,10227,0.17,0.27,0.37,0.19,0.5,0.85
Sarzens,80,0.2,0.2,0.4,0.2,0.52,0.9
Satigny,4104,0.25,0.26,0.34,0.14,0.5,0.74
Sattel,1931,0.21,0.29,0.37,0.13,0.52,0.87
Saubraz,393,0.28,0.28,0.34,0.1,0.48,0.79
Sauge,810,0.15,0.25,0.36,0.25,0.51,0.87
Saulcy,262,0.16,0.31,0.35,0.18,0.48,0.92
Saules (BE),159,0.24,0.17,0.38,0.21,0.49,0.99
Savigny,3342,0.19,0.25,0.38,0.18,0.49,0.77
Savièse,7381,0.18,0.26,0.35,0.2,0.49,0.87
Savosa,2238,0.18,0.23,0.37,0.21,0.48,0.65
Saxeten,97,0.09,0.24,0.39,0.28,0.58,0.99
Saxon,5534,0.21,0.31,0.34,0.15,0.5,0.66
Schaffhausen,35940,0.16,0.29,0.34,0.21,0.48,0.72
Schafisheim,2973,0.18,0.28,0.38,0.16,0.52,0.8
Schangnau,905,0.2,0.26,0.36,0.18,0.51,0.96
Scharans,819,0.18,0.25,0.36,0.2,0.49,0.95
Schattdorf,5041,0.18,0.26,0.36,0.2,0.52,0.92
Schattenhalb,578,0.17,0.22,0.38,0.23,0.49,0.87
Schelten,38,0.21,0.21,0.42,0.16,0.5,0.95
Schenkon,2747,0.18,0.29,0.39,0.13,0.5,0.95
Scherz,649,0.17,0.24,0.4,0.19,0.51,0.89
Scheuren,449,0.19,0.23,0.41,0.17,0.48,0.98
Schiers,2643,0.18,0.28,0.36,0.18,0.51,0.83
Schinznach,2224,0.16,0.23,0.42,0.19,0.5,0.84
Schinznach-Bad,1264,0.16,0.28,0.37,0.19,0.53,0.7
Schlatt (TG),1652,0.19,0.23,0.41,0.17,0.5,0.88
Schlatt (ZH),738,0.26,0.22,0.36,0.16,0.52,0.93
Schlatt-Haslen,1110,0.2,0.32,0.33,0.15,0.53,0.97
Schleinikon,722,0.17,0.26,0.44,0.13,0.52,0.91
Schleitheim,1694,0.17,0.23,0.36,0.24,0.51,0.86
Schlierbach,819,0.26,0.26,0.35,0.14,0.53,0.91
Schlieren,18451,0.18,0.37,0.32,0.14,0.52,0.54
Schlossrued,820,0.17,0.24,0.41,0.18,0.5,0.92
Schlosswil,629,0.19,0.22,0.39,0.2,0.49,0.97
Schluein,616,0.19,0.3,0.36,0.16,0.54,0.77
Schmerikon,3668,0.18,0.28,0.36,0.18,0.5,0.75
Schmiedrued,1164,0.17,0.23,0.43,0.16,0.51,0.91
Schmitten (FR),4040,0.2,0.28,0.37,0.15,0.51,0.89
Schmitten (GR),242,0.1,0.22,0.38,0.31,0.55,0.88
Schneisingen,1336,0.17,0.2,0.41,0.22,0.5,0.9
Schnottwil,1063,0.18,0.25,0.38,0.18,0.49,0.95
Schongau,1012,0.23,0.25,0.4,0.13,0.53,0.94
Schupfart,765,0.15,0.27,0.44,0.15,0.53,0.91
Schwaderloch,674,0.16,0.25,0.42,0.17,0.53,0.78
Schwadernau,657,0.19,0.21,0.41,0.19,0.5,0.93
Schwanden bei Brienz,589,0.13,0.21,0.4,0.25,0.5,0.95
Schwarzenberg,1704,0.2,0.26,0.39,0.15,0.51,0.93
Schwarzenburg,6856,0.17,0.25,0.38,0.21,0.49,0.94
Schwarzhäusern,501,0.18,0.22,0.41,0.18,0.5,0.95
Schwellbrunn,1531,0.22,0.27,0.35,0.16,0.51,0.92
Schwende,2158,0.22,0.3,0.33,0.15,0.5,0.9
Schwendibach,240,0.19,0.28,0.37,0.16,0.53,0.98
Schwerzenbach,5001,0.18,0.31,0.34,0.17,0.5,0.74
Schwyz,14855,0.18,0.29,0.35,0.18,0.5,0.83
Schänis,3762,0.2,0.28,0.37,0.15,0.5,0.88
Schöfflisdorf,1396,0.18,0.22,0.41,0.19,0.49,0.84
Schöftland,4225,0.16,0.28,0.35,0.2,0.49,0.83
Schönenberg (ZH),1864,0.18,0.22,0.39,0.21,0.5,0.88
Schönenbuch,1373,0.18,0.21,0.39,0.23,0.5,0.88
Schönengrund,524,0.21,0.29,0.34,0.16,0.49,0.93
Schönenwerd,4873,0.17,0.29,0.36,0.18,0.5,0.63
Schönholzerswilen,814,0.24,0.27,0.35,0.14,0.52,0.92
Schötz,4185,0.22,0.31,0.34,0.12,0.5,0.83
Schübelbach,9015,0.19,0.33,0.36,0.13,0.51,0.72
Schüpfen,3719,0.17,0.27,0.39,0.16,0.49,0.93
Schüpfheim,4153,0.21,0.29,0.33,0.17,0.49,0.92
Scuol,4690,0.17,0.26,0.37,0.21,0.49,0.78
Seeberg,1504,0.18,0.23,0.39,0.19,0.5,0.95
Seedorf (BE),3002,0.17,0.24,0.39,0.19,0.5,0.93
Seedorf (UR),1807,0.24,0.26,0.35,0.15,0.51,0.95
Seegräben,1432,0.2,0.27,0.38,0.15,0.51,0.83
Seehof,68,0.16,0.31,0.32,0.21,0.56,0.96
Seelisberg,688,0.16,0.16,0.44,0.24,0.49,0.84
Seengen,3786,0.2,0.25,0.38,0.16,0.49,0.89
Seewen,1022,0.16,0.22,0.42,0.2,0.5,0.91
Seewis im Prättigau,1390,0.2,0.25,0.37,0.18,0.49,0.89
Seftigen,2211,0.19,0.26,0.38,0.18,0.49,0.93
Seltisberg,1308,0.18,0.2,0.39,0.24,0.48,0.93
Selzach,3301,0.18,0.25,0.37,0.19,0.5,0.86
Sembrancher,984,0.19,0.29,0.35,0.17,0.5,0.8
Sementina,3144,0.18,0.25,0.36,0.22,0.5,0.76
Sempach,4159,0.22,0.27,0.36,0.15,0.5,0.92
Semsales,1414,0.22,0.28,0.36,0.14,0.5,0.86
Senarclens,448,0.24,0.23,0.35,0.18,0.5,0.87
Sennwald,5256,0.17,0.3,0.38,0.14,0.52,0.71
Senèdes,156,0.22,0.22,0.35,0.21,0.53,0.9
Seon,4944,0.18,0.28,0.36,0.18,0.49,0.75
Sergey,143,0.23,0.26,0.39,0.12,0.54,0.9
Serravalle,2074,0.18,0.24,0.34,0.24,0.51,0.92
Servion,1906,0.21,0.26,0.38,0.14,0.5,0.83
Sessa,702,0.16,0.22,0.38,0.23,0.47,0.79
Seuzach,7211,0.16,0.26,0.36,0.22,0.49,0.87
Sevelen,4828,0.18,0.31,0.36,0.15,0.52,0.63
Siblingen,834,0.16,0.24,0.38,0.22,0.5,0.88
Sierre,16708,0.17,0.29,0.33,0.2,0.49,0.68
Siglistorf,636,0.18,0.26,0.44,0.13,0.52,0.79
Signau,2697,0.17,0.26,0.36,0.21,0.5,0.95
Signy-Avenex,506,0.22,0.22,0.37,0.19,0.49,0.71
Sigriswil,4727,0.12,0.21,0.38,0.29,0.48,0.9
Silenen,2108,0.17,0.25,0.39,0.19,0.54,0.9
Sils im Domleschg,926,0.2,0.26,0.35,0.2,0.51,0.84
Sils im Engadin/Segl,761,0.16,0.27,0.4,0.16,0.51,0.61
Silvaplana,1086,0.12,0.27,0.38,0.24,0.48,0.64
Simplon,318,0.1,0.29,0.39,0.22,0.47,0.98
Sins,4242,0.22,0.27,0.37,0.13,0.51,0.81
Sion,33516,0.18,0.31,0.33,0.19,0.48,0.73
Sirnach,7674,0.18,0.31,0.36,0.15,0.51,0.77
Siselen,579,0.16,0.24,0.38,0.22,0.51,0.9
Sisikon,378,0.19,0.3,0.35,0.16,0.54,0.84
Sissach,6623,0.18,0.31,0.34,0.17,0.49,0.83
Sisseln,1551,0.18,0.27,0.41,0.14,0.52,0.76
Siviriez,2243,0.22,0.31,0.34,0.14,0.5,0.86
Soazza,347,0.1,0.18,0.38,0.33,0.55,0.82
Solothurn,16717,0.14,0.34,0.33,0.19,0.48,0.79
Sommeri,520,0.18,0.27,0.38,0.17,0.47,0.9
Sonceboz-Sombeval,1930,0.22,0.29,0.33,0.16,0.51,0.82
Sonogno,91,0.16,0.2,0.34,0.3,0.43,0.95
Sonvilier,1257,0.23,0.29,0.33,0.16,0.51,0.88
Soral,751,0.2,0.25,0.33,0.21,0.49,0.81
Sorengo,1952,0.16,0.36,0.31,0.18,0.43,0.6
Sorens,1098,0.22,0.28,0.36,0.14,0.51,0.87
Sorvilier,280,0.17,0.26,0.36,0.21,0.52,0.9
Soubey,132,0.14,0.14,0.44,0.29,0.56,0.98
Soyhières,487,0.15,0.28,0.39,0.18,0.49,0.81
Speicher,4214,0.18,0.25,0.37,0.2,0.49,0.89
Spiez,12475,0.15,0.24,0.38,0.24,0.49,0.91
Spiringen,846,0.21,0.25,0.38,0.16,0.52,0.99
Splügen,384,0.1,0.24,0.38,0.28,0.51,0.85
Spreitenbach,11252,0.21,0.33,0.33,0.13,0.51,0.48
St. Antoni,2014,0.17,0.25,0.4,0.18,0.5,0.95
St. Gallen,75523,0.16,0.36,0.31,0.17,0.49,0.7
St. Margrethen,5792,0.18,0.31,0.35,0.17,0.51,0.52
St. Moritz,5066,0.14,0.27,0.38,0.21,0.5,0.59
St. Niklaus,2290,0.18,0.26,0.38,0.17,0.5,0.91
St. Silvester,963,0.17,0.22,0.4,0.2,0.5,0.95
St. Stephan,1340,0.17,0.26,0.34,0.23,0.52,0.91
St. Ursen,1305,0.17,0.28,0.38,0.17,0.5,0.92
Stabio,4616,0.19,0.24,0.39,0.18,0.5,0.76
Stadel,2204,0.19,0.26,0.4,0.15,0.5,0.86
Staffelbach,1083,0.18,0.28,0.4,0.15,0.51,0.91
Stalden (VS),1098,0.14,0.28,0.37,0.22,0.49,0.92
Staldenried,550,0.14,0.28,0.38,0.2,0.51,0.97
Stallikon,3455,0.19,0.24,0.41,0.17,0.51,0.81
Stans,8276,0.17,0.28,0.36,0.18,0.5,0.87
Stansstad,4396,0.13,0.25,0.39,0.23,0.51,0.84
Starrkirch-Wil,1700,0.19,0.24,0.38,0.19,0.5,0.87
Staufen,2937,0.18,0.28,0.36,0.18,0.5,0.84
Steckborn,3726,0.17,0.24,0.38,0.22,0.51,0.74
Steffisburg,15684,0.16,0.27,0.35,0.22,0.48,0.89
Steg-Hohtenn,1573,0.16,0.24,0.39,0.21,0.5,0.88
Stein (AG),3136,0.17,0.3,0.38,0.15,0.51,0.6
Stein (AR),1406,0.21,0.26,0.36,0.17,0.51,0.94
Stein am Rhein,3343,0.15,0.23,0.37,0.24,0.49,0.76
Steinach,3519,0.17,0.28,0.35,0.2,0.51,0.77
Steinen,3312,0.21,0.26,0.38,0.15,0.5,0.92
Steinerberg,920,0.21,0.26,0.37,0.16,0.52,0.92
Steinhausen,9543,0.18,0.28,0.37,0.17,0.5,0.76
Steinmaur,3395,0.17,0.3,0.35,0.17,0.51,0.76
Stetten (AG),2139,0.2,0.33,0.35,0.12,0.5,0.79
Stetten (SH),1328,0.22,0.23,0.38,0.17,0.5,0.81
Stettfurt,1164,0.21,0.22,0.42,0.14,0.51,0.91
Stettlen,3149,0.18,0.26,0.37,0.19,0.49,0.88
Stocken-Höfen,986,0.19,0.28,0.4,0.14,0.5,0.95
Strengelbach,4596,0.18,0.27,0.38,0.18,0.51,0.74
Studen (BE),3107,0.18,0.28,0.36,0.18,0.49,0.83
Stäfa,14177,0.17,0.23,0.38,0.22,0.49,0.82
Stüsslingen,1075,0.17,0.24,0.4,0.19,0.5,0.92
Subingen,3068,0.19,0.27,0.39,0.16,0.49,0.82
Suchy,542,0.25,0.32,0.33,0.11,0.52,0.86
Sufers,125,0.22,0.21,0.3,0.28,0.49,1.0
Suhr,9904,0.2,0.3,0.35,0.16,0.49,0.68
Sulgen,3705,0.18,0.31,0.35,0.17,0.5,0.75
Sullens,924,0.2,0.24,0.38,0.18,0.5,0.86
Sumiswald,4998,0.18,0.25,0.36,0.21,0.5,0.94
Sumvitg,1218,0.15,0.24,0.36,0.26,0.49,0.94
Surpierre,330,0.19,0.27,0.36,0.18,0.48,0.92
Sursee,9489,0.17,0.34,0.32,0.17,0.49,0.84
Surses,2368,0.13,0.25,0.37,0.25,0.51,0.84
Suscévaz,198,0.2,0.23,0.35,0.23,0.5,0.89
Sutz-Lattrigen,1400,0.19,0.23,0.4,0.19,0.47,0.93
Syens,139,0.2,0.3,0.32,0.18,0.55,0.75
Sâles,1447,0.24,0.3,0.34,0.12,0.49,0.91
Sévaz,270,0.23,0.26,0.41,0.1,0.5,0.76
Sévery,231,0.21,0.24,0.42,0.14,0.5,0.89
Tafers,3286,0.19,0.29,0.34,0.18,0.5,0.85
Tamins,1174,0.15,0.26,0.4,0.19,0.51,0.85
Tannay,1596,0.25,0.2,0.39,0.16,0.49,0.63
Tartegnin,230,0.22,0.27,0.36,0.16,0.47,0.76
Tavannes,3609,0.2,0.28,0.36,0.16,0.5,0.77
Tecknau,862,0.19,0.31,0.35,0.15,0.5,0.71
Tegerfelden,1167,0.19,0.27,0.38,0.15,0.51,0.84
Tenero-Contra,2874,0.18,0.25,0.35,0.22,0.49,0.75
Tenniken,893,0.17,0.23,0.41,0.19,0.48,0.9
Tentlingen,1329,0.17,0.3,0.37,0.16,0.5,0.89
Termen,895,0.2,0.28,0.35,0.17,0.49,0.93
Terre di Pedemonte,2618,0.18,0.22,0.37,0.22,0.47,0.88
Teufen (AR),6164,0.17,0.26,0.36,0.22,0.5,0.88
Teufenthal (AG),1574,0.17,0.27,0.37,0.19,0.51,0.76
Teuffenthal (BE),161,0.17,0.27,0.35,0.2,0.45,0.99
Thal,6425,0.18,0.27,0.38,0.18,0.51,0.77
Thalheim (AG),807,0.15,0.26,0.39,0.19,0.52,0.93
Thalheim an der Thur,904,0.2,0.23,0.41,0.16,0.52,0.92
Thalwil,17746,0.18,0.27,0.36,0.19,0.49,0.73
Thayngen,5290,0.17,0.26,0.36,0.2,0.5,0.79
Therwil,10007,0.18,0.23,0.37,0.22,0.49,0.83
Thierachern,2414,0.21,0.23,0.37,0.19,0.5,0.96
Thun,43491,0.15,0.28,0.34,0.23,0.47,0.87
Thundorf,1424,0.21,0.26,0.37,0.15,0.52,0.93
Thunstetten,3258,0.18,0.26,0.37,0.19,0.5,0.83
Thusis,3025,0.17,0.28,0.36,0.19,0.51,0.68
Thônex,13953,0.19,0.27,0.35,0.19,0.48,0.65
Thörigen,1090,0.17,0.28,0.37,0.18,0.52,0.92
Thürnen,1399,0.17,0.28,0.36,0.19,0.51,0.79
Titterten,408,0.17,0.21,0.4,0.22,0.5,0.93
Tobel-Tägerschen,1556,0.21,0.27,0.38,0.13,0.5,0.85
Toffen,2527,0.16,0.25,0.37,0.22,0.5,0.91
Tolochenaz,1859,0.21,0.27,0.38,0.14,0.49,0.69
Torny,885,0.24,0.3,0.33,0.13,0.51,0.9
Torricella-Taverne,3071,0.19,0.25,0.38,0.18,0.49,0.72
Trachselwald,977,0.21,0.23,0.37,0.19,0.51,0.97
Tramelan,4417,0.2,0.27,0.33,0.21,0.5,0.84
Trasadingen,601,0.19,0.19,0.45,0.16,0.51,0.75
Treiten,433,0.18,0.21,0.41,0.19,0.5,0.9
Trey,256,0.25,0.23,0.38,0.14,0.49,0.91
Treycovagnes,463,0.17,0.3,0.4,0.12,0.48,0.86
Treytorrens (Payerne),123,0.21,0.2,0.38,0.21,0.51,0.98
Treyvaux,1442,0.22,0.26,0.37,0.15,0.51,0.88
Triengen,4511,0.21,0.29,0.35,0.14,0.51,0.74
Trient,193,0.12,0.31,0.41,0.17,0.6,0.7
Trimbach,6505,0.17,0.3,0.34,0.19,0.5,0.64
Trimmis,3187,0.18,0.28,0.38,0.16,0.51,0.91
Trin,1323,0.17,0.26,0.38,0.18,0.5,0.85
Trogen,1704,0.19,0.26,0.39,0.16,0.51,0.9
Troinex,2335,0.22,0.25,0.36,0.16,0.5,0.78
Troistorrents,4503,0.19,0.27,0.37,0.17,0.5,0.87
Trub,1347,0.21,0.23,0.36,0.19,0.52,0.98
Trubschachen,1425,0.18,0.23,0.35,0.24,0.49,0.92
Trun,1202,0.14,0.24,0.36,0.25,0.48,0.91
Truttikon,473,0.22,0.21,0.41,0.16,0.48,0.94
Trélex,1425,0.25,0.21,0.4,0.14,0.49,0.73
Trüllikon,1015,0.17,0.24,0.38,0.22,0.53,0.91
Tschappina,126,0.15,0.21,0.4,0.24,0.54,0.93
Tschiertschen-Praden,314,0.15,0.26,0.35,0.23,0.52,0.9
Tschugg,447,0.17,0.26,0.4,0.16,0.5,0.8
Tuggen,3214,0.18,0.32,0.36,0.14,0.51,0.85
Tujetsch,1324,0.15,0.23,0.38,0.24,0.51,0.87
Turbenthal,4472,0.2,0.26,0.37,0.17,0.51,0.81
Turgi,2987,0.18,0.35,0.34,0.14,0.51,0.61
Turtmann-Unterems,1116,0.16,0.31,0.35,0.19,0.48,0.89
Twann-Tüscherz,1160,0.13,0.23,0.39,0.26,0.5,0.88
Tägerig,1455,0.23,0.26,0.37,0.14,0.5,0.84
Tägertschi,386,0.2,0.25,0.42,0.13,0.5,0.96
Tägerwilen,4388,0.2,0.27,0.38,0.15,0.5,0.64
Täsch,1222,0.19,0.32,0.38,0.11,0.52,0.45
Täuffelen,2753,0.18,0.19,0.38,0.25,0.49,0.92
Tévenon,808,0.2,0.25,0.37,0.18,0.49,0.88
Törbel,467,0.14,0.28,0.41,0.16,0.51,0.97
Tübach,1337,0.22,0.25,0.34,0.18,0.5,0.89
Udligenswil,2278,0.21,0.25,0.38,0.16,0.49,0.9
Ueberstorf,2357,0.2,0.24,0.39,0.17,0.5,0.97
Uebeschi,673,0.22,0.25,0.33,0.19,0.51,0.98
Ueken,900,0.21,0.25,0.41,0.12,0.51,0.85
Uerkheim,1361,0.16,0.24,0.42,0.17,0.51,0.91
Uesslingen-Buch,1086,0.18,0.27,0.4,0.16,0.51,0.92
Uetendorf,5994,0.17,0.23,0.38,0.22,0.49,0.93
Uetikon am See,5986,0.19,0.22,0.39,0.2,0.49,0.81
Uezwil,462,0.21,0.26,0.39,0.14,0.5,0.91
Ufhusen,892,0.2,0.28,0.36,0.16,0.53,0.93
Uitikon,4112,0.19,0.19,0.4,0.22,0.5,0.84
Ulmiz,414,0.18,0.23,0.44,0.16,0.51,0.96
Unterbäch,411,0.15,0.27,0.37,0.22,0.5,0.94
Untereggen,1045,0.23,0.23,0.41,0.13,0.52,0.93
Unterengstringen,3647,0.16,0.26,0.38,0.2,0.5,0.76
Unterentfelden,4119,0.19,0.28,0.34,0.19,0.5,0.76
Unteriberg,2329,0.18,0.29,0.37,0.17,0.51,0.93
Unterkulm,2969,0.19,0.27,0.36,0.18,0.49,0.69
Unterlangenegg,934,0.18,0.28,0.36,0.19,0.49,0.98
Unterlunkhofen,1297,0.17,0.27,0.41,0.16,0.5,0.9
Unterramsern,203,0.17,0.27,0.43,0.13,0.47,0.97
Unterschächen,696,0.21,0.32,0.32,0.14,0.53,0.99
Unterseen,5689,0.15,0.25,0.38,0.22,0.48,0.83
Untersiggenthal,7160,0.19,0.29,0.35,0.17,0.51,0.71
Unterstammheim,926,0.21,0.26,0.36,0.18,0.5,0.88
Untervaz,2445,0.2,0.28,0.37,0.15,0.5,0.9
Unterägeri,8583,0.19,0.24,0.38,0.18,0.5,0.75
Urdorf,9687,0.18,0.29,0.33,0.19,0.49,0.77
Urmein,141,0.12,0.21,0.33,0.35,0.57,0.93
Urnäsch,2247,0.2,0.28,0.34,0.19,0.51,0.89
Ursenbach,910,0.2,0.25,0.38,0.17,0.49,0.96
Ursins,206,0.17,0.24,0.4,0.18,0.49,0.87
Ursy,2935,0.24,0.3,0.33,0.14,0.5,0.85
Urtenen-Schönbühl,6210,0.18,0.31,0.34,0.17,0.49,0.82
Uster,33881,0.18,0.3,0.35,0.17,0.49,0.77
Uttigen,1940,0.19,0.24,0.4,0.17,0.5,0.96
Uttwil,1832,0.17,0.24,0.4,0.19,0.5,0.81
Utzenstorf,4213,0.19,0.25,0.39,0.18,0.5,0.91
Uznach,6295,0.21,0.29,0.34,0.16,0.49,0.73
Uzwil,12779,0.2,0.29,0.34,0.17,0.5,0.72
Vacallo,3419,0.17,0.22,0.39,0.22,0.49,0.7
Val Müstair,1539,0.14,0.23,0.37,0.26,0.48,0.93
Val Terbi,2626,0.21,0.25,0.36,0.18,0.5,0.93
Val-d'Illiez,1875,0.17,0.27,0.35,0.21,0.51,0.83
Val-de-Charmey,2414,0.17,0.23,0.36,0.24,0.5,0.83
Val-de-Ruz,16583,0.22,0.26,0.36,0.15,0.5,0.84
Val-de-Travers,10901,0.18,0.25,0.34,0.22,0.49,0.8
Valangin,496,0.22,0.31,0.31,0.15,0.51,0.72
Valbirse,4009,0.18,0.26,0.35,0.21,0.49,0.8
Valbroye,2959,0.2,0.29,0.34,0.16,0.51,0.79
Valeyres-sous-Montagny,661,0.19,0.25,0.4,0.17,0.5,0.86
Valeyres-sous-Rances,601,0.22,0.3,0.36,0.11,0.51,0.82
Valeyres-sous-Ursins,245,0.23,0.26,0.32,0.19,0.51,0.94
Vallon,404,0.25,0.31,0.31,0.12,0.51,0.87
Vallorbe,3653,0.2,0.29,0.34,0.18,0.51,0.72
Vals,990,0.14,0.28,0.34,0.24,0.5,0.85
Valsot,904,0.18,0.23,0.36,0.23,0.5,0.91
Vandoeuvres,2512,0.2,0.25,0.37,0.18,0.5,0.7
Varen,615,0.14,0.24,0.38,0.24,0.51,0.93
Vaulion,489,0.21,0.29,0.32,0.17,0.49,0.91
Vaulruz,1031,0.21,0.3,0.33,0.16,0.49,0.87
Vaumarcus,276,0.23,0.21,0.37,0.18,0.52,0.82
