commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Grächen,1396,0.16,0.25,0.4,0.18,0.49,0.9
Gränichen,7184,0.18,0.27,0.38,0.17,0.49,0.79
Grône,2253,0.18,0.28,0.37,0.18,0.49,0.81
Grüningen,3283,0.19,0.26,0.38,0.16,0.5,0.87
Grüsch,1953,0.19,0.25,0.4,0.16,0.51,0.93
Gsteig,986,0.16,0.3,0.37,0.17,0.5,0.85
Gsteigwiler,422,0.18,0.27,0.38,0.17,0.5,0.93
Gudo,831,0.17,0.26,0.37,0.19,0.48,0.82
Guggisberg,1556,0.19,0.23,0.37,0.21,0.5,0.97
Gunzgen,1646,0.17,0.27,0.42,0.14,0.51,0.88
Gurbrü,253,0.21,0.26,0.32,0.21,0.54,0.91
Gurmels,4030,0.2,0.26,0.41,0.13,0.5,0.91
Gurtnellen,571,0.17,0.22,0.38,0.22,0.51,0.93
Gurzelen,809,0.23,0.25,0.37,0.14,0.5,0.97
Guttannen,321,0.14,0.25,0.39,0.22,0.57,0.83
Guttet-Feschel,431,0.18,0.21,0.4,0.21,0.5,0.94
Gy,497,0.25,0.29,0.35,0.11,0.46,0.8
Gächlingen,794,0.15,0.25,0.4,0.2,0.51,0.92
Gänsbrunnen,99,0.21,0.2,0.46,0.12,0.54,0.92
Göschenen,440,0.13,0.25,0.38,0.24,0.51,0.84
Gündlischwand,314,0.19,0.22,0.4,0.18,0.51,0.91
Günsberg,1135,0.18,0.23,0.38,0.21,0.49,0.91
Güttingen,1491,0.19,0.25,0.39,0.17,0.51,0.81
Habkern,648,0.21,0.23,0.34,0.22,0.5,0.93
Habsburg,410,0.15,0.23,0.46,0.16,0.52,0.94
Hagenbuch,1085,0.18,0.28,0.42,0.12,0.52,0.9
Hagneck,405,0.15,0.19,0.44,0.22,0.49,0.95
Haldenstein,1001,0.22,0.27,0.37,0.14,0.5,0.89
Hallau,2070,0.19,0.23,0.36,0.22,0.49,0.84
Hallwil,784,0.17,0.29,0.4,0.14,0.5,0.83
Halten,863,0.18,0.24,0.38,0.2,0.5,0.92
Hasle (LU),1732,0.23,0.27,0.33,0.18,0.52,0.96
Hasle bei Burgdorf,3262,0.19,0.28,0.36,0.17,0.5,0.94
Hasliberg,1214,0.21,0.25,0.34,0.2,0.49,0.85
Hauenstein-Ifenthal,315,0.23,0.19,0.42,0.15,0.5,0.94
Hauptwil-Gottshaus,1905,0.21,0.3,0.37,0.12,0.51,0.9
Hausen (AG),3298,0.17,0.3,0.35,0.17,0.5,0.79
Hausen am Albis,3431,0.21,0.23,0.4,0.16,0.48,0.87
Haut-Intyamon,1445,0.18,0.25,0.37,0.2,0.51,0.85
Haut-Vully,1360,0.16,0.22,0.43,0.2,0.51,0.88
Haute-Ajoie,987,0.18,0.24,0.37,0.21,0.51,0.91
Haute-Sorne,6827,0.21,0.26,0.35,0.18,0.49,0.86
Hauterive (FR),2367,0.24,0.28,0.35,0.13,0.51,0.86
Hauterive (NE),2578,0.17,0.28,0.35,0.2,0.48,0.74
Hauteville,583,0.23,0.26,0.37,0.15,0.5,0.9
Hedingen,3594,0.21,0.26,0.39,0.14,0.5,0.85
Hefenhofen,1234,0.2,0.27,0.41,0.12,0.51,0.86
Heiden,4029,0.17,0.26,0.37,0.2,0.5,0.8
Heiligenschwendi,693,0.18,0.2,0.37,0.25,0.49,0.9
Heimberg,6584,0.17,0.29,0.36,0.17,0.49,0.9
Heimenhausen,1021,0.17,0.25,0.41,0.16,0.51,0.94
Heimiswil,1604,0.19,0.24,0.37,0.2,0.5,0.96
Heitenried,1377,0.2,0.28,0.38,0.15,0.52,0.97
Hellikon,783,0.17,0.24,0.4,0.18,0.49,0.95
Hellsau,191,0.21,0.27,0.38,0.14,0.49,0.96
Hemberg,924,0.23,0.26,0.35,0.16,0.5,0.94
Hemishofen,441,0.19,0.2,0.42,0.2,0.5,0.85
Hemmiken,263,0.14,0.23,0.43,0.2,0.5,0.95
Hendschiken,1050,0.22,0.29,0.36,0.13,0.51,0.84
Henggart,2275,0.23,0.24,0.37,0.16,0.49,0.91
Henniez,266,0.22,0.22,0.39,0.17,0.49,0.84
Herbetswil,541,0.18,0.24,0.36,0.23,0.53,0.91
Herbligen,580,0.21,0.27,0.36,0.16,0.5,0.94
Herdern,995,0.22,0.25,0.41,0.13,0.49,0.92
Hergiswil (NW),5577,0.14,0.25,0.4,0.21,0.53,0.8
Hergiswil bei Willisau,1859,0.23,0.29,0.33,0.15,0.51,0.95
Herisau,15341,0.17,0.29,0.36,0.18,0.5,0.8
Hermance,962,0.23,0.24,0.37,0.16,0.49,0.69
Hermenches,368,0.22,0.23,0.37,0.18,0.49,0.87
Hermiswil,93,0.16,0.23,0.42,0.19,0.49,0.91
Hermrigen,258,0.13,0.22,0.42,0.23,0.5,0.92
Herrliberg,6172,0.19,0.21,0.4,0.2,0.48,0.8
Hersberg,330,0.18,0.18,0.43,0.22,0.52,0.89
Herznach,1399,0.21,0.28,0.38,0.12,0.52,0.88
Herzogenbuchsee,6978,0.17,0.29,0.33,0.2,0.48,0.84
Hettlingen,3013,0.24,0.2,0.4,0.16,0.49,0.92
Hildisrieden,2015,0.19,0.25,0.38,0.17,0.51,0.92
Hilterfingen,4055,0.16,0.2,0.38,0.27,0.46,0.92
Himmelried,933,0.15,0.18,0.47,0.2,0.5,0.9
Hindelbank,2304,0.18,0.29,0.36,0.17,0.5,0.89
Hinterrhein,63,0.21,0.17,0.35,0.27,0.54,1.0
Hinwil,10751,0.18,0.27,0.36,0.18,0.5,0.84
Hirschthal,1485,0.19,0.25,0.4,0.16,0.51,0.9
Hirzel,2146,0.22,0.23,0.39,0.17,0.49,0.85
Hittnau,3562,0.21,0.26,0.42,0.12,0.5,0.92
Hitzkirch,4942,0.22,0.27,0.38,0.13,0.5,0.86
Hochdorf,9101,0.19,0.3,0.35,0.17,0.49,0.79
Hochfelden,2009,0.21,0.25,0.4,0.13,0.49,0.86
Hochwald,1277,0.2,0.21,0.43,0.16,0.49,0.9
Hofstetten (ZH),481,0.22,0.28,0.37,0.12,0.53,0.94
Hofstetten bei Brienz,533,0.15,0.22,0.38,0.25,0.53,0.93
Hofstetten-Flüh,3135,0.18,0.21,0.42,0.19,0.5,0.84
Hohenrain,2490,0.23,0.28,0.37,0.12,0.51,0.93
Hohentannen,621,0.23,0.27,0.38,0.13,0.52,0.9
Holderbank (AG),1024,0.18,0.28,0.39,0.15,0.51,0.73
Holderbank (SO),631,0.19,0.21,0.39,0.21,0.51,0.89
Holziken,1285,0.16,0.32,0.37,0.15,0.5,0.83
Homberg,510,0.26,0.25,0.33,0.15,0.48,0.98
Hombrechtikon,8199,0.2,0.24,0.37,0.19,0.49,0.81
Homburg,1478,0.2,0.25,0.38,0.17,0.5,0.93
Honau,376,0.23,0.26,0.43,0.08,0.5,0.91
Horgen,19604,0.19,0.28,0.35,0.18,0.49,0.7
Horn,2611,0.17,0.27,0.37,0.19,0.5,0.83
Hornussen,882,0.16,0.3,0.4,0.14,0.52,0.83
Horrenbach-Buchen,251,0.22,0.26,0.35,0.16,0.55,0.99
Horriwil,861,0.2,0.27,0.34,0.19,0.52,0.95
Horw,13789,0.17,0.27,0.35,0.21,0.48,0.82
Hospental,202,0.12,0.24,0.42,0.23,0.5,0.89
Hubersdorf,740,0.2,0.24,0.41,0.14,0.5,0.93
Humlikon,482,0.23,0.21,0.36,0.21,0.51,0.94
Hundwil,976,0.26,0.28,0.32,0.14,0.52,0.94
Hunzenschwil,3509,0.18,0.34,0.35,0.14,0.51,0.74
Huttwil,4699,0.18,0.26,0.36,0.2,0.5,0.9
Häfelfingen,273,0.21,0.22,0.44,0.14,0.49,0.94
Hägendorf,4702,0.19,0.27,0.37,0.18,0.49,0.8
Häggenschwil,1223,0.24,0.27,0.35,0.14,0.49,0.92
Hägglingen,2333,0.2,0.25,0.4,0.16,0.51,0.87
Härkingen,1453,0.18,0.32,0.38,0.13,0.52,0.85
Häutligen,248,0.19,0.25,0.41,0.15,0.46,1.0
Hérémence,1376,0.12,0.2,0.38,0.3,0.48,0.94
Höchstetten,272,0.19,0.23,0.37,0.21,0.5,0.97
Hölstein,2368,0.19,0.27,0.37,0.18,0.51,0.85
Höri,2636,0.2,0.29,0.38,0.14,0.51,0.7
Hünenberg,8801,0.21,0.26,0.39,0.14,0.51,0.84
Hüniken,86,0.17,0.1,0.44,0.28,0.49,1.0
Hüntwangen,1005,0.2,0.23,0.4,0.17,0.52,0.9
Hütten,908,0.22,0.24,0.37,0.16,0.52,0.94
Hüttikon,681,0.16,0.26,0.43,0.15,0.48,0.86
Hüttlingen,816,0.19,0.29,0.39,0.14,0.52,0.92
Hüttwilen,1587,0.21,0.24,0.4,0.15,0.5,0.9
Icogne,548,0.13,0.22,0.39,0.26,0.51,0.79
Iffwil,417,0.19,0.25,0.38,0.17,0.51,0.98
Ilanz/Glion,4617,0.17,0.26,0.37,0.21,0.48,0.86
Illgau,801,0.25,0.31,0.33,0.11,0.51,0.98
Illnau-Effretikon,16278,0.18,0.3,0.33,0.19,0.49,0.75
Inden,126,0.17,0.22,0.4,0.21,0.52,0.79
Ingenbohl,8637,0.17,0.27,0.36,0.21,0.48,0.8
Inkwil,622,0.13,0.23,0.42,0.22,0.5,0.95
Innerthal,193,0.22,0.23,0.34,0.21,0.51,0.97
Innertkirchen,1041,0.15,0.23,0.39,0.22,0.51,0.93
Ins,3345,0.21,0.26,0.35,0.18,0.48,0.84
Interlaken,5656,0.14,0.32,0.34,0.21,0.48,0.72
Inwil,2387,0.22,0.32,0.34,0.12,0.51,0.9
Ipsach,4032,0.18,0.23,0.38,0.21,0.5,0.89
Iragna,552,0.18,0.26,0.4,0.16,0.51,0.76
Iseltwald,426,0.18,0.22,0.35,0.25,0.5,0.9
Isenthal,519,0.23,0.28,0.33,0.16,0.52,0.99
Islisberg,605,0.22,0.25,0.42,0.11,0.51,0.89
Isone,397,0.13,0.23,0.38,0.26,0.53,0.92
Isorno,324,0.14,0.18,0.46,0.22,0.52,0.89
Isérables,879,0.14,0.25,0.35,0.25,0.49,0.96
Itingen,2048,0.19,0.27,0.4,0.15,0.5,0.81
Ittigen,11060,0.16,0.27,0.35,0.21,0.48,0.79
Jaberg,255,0.18,0.27,0.41,0.14,0.48,0.96
Jaun,669,0.21,0.23,0.33,0.23,0.53,0.96
Jegenstorf,5465,0.18,0.24,0.37,0.21,0.49,0.92
Jenaz,1147,0.2,0.23,0.37,0.21,0.5,0.92
Jenins,896,0.2,0.28,0.38,0.14,0.49,0.89
Jens,676,0.18,0.2,0.44,0.18,0.51,0.96
Jeuss,420,0.23,0.24,0.41,0.12,0.47,0.93
Jonen,1975,0.22,0.23,0.43,0.12,0.5,0.87
Jongny,1449,0.2,0.22,0.37,0.21,0.49,0.75
Jonschwil,3735,0.24,0.28,0.36,0.12,0.5,0.89
Jorat-Menthue,1417,0.22,0.28,0.35,0.14,0.52,0.85
Jouxtens-Mézery,1365,0.21,0.23,0.38,0.18,0.51,0.78
Juriens,293,0.16,0.27,0.36,0.22,0.46,0.95
Jussy,1237,0.24,0.24,0.34,0.18,0.5,0.79
Kaiseraugst,5524,0.18,0.29,0.37,0.16,0.5,0.72
Kaiserstuhl,397,0.14,0.25,0.46,0.16,0.52,0.76
Kaisten,2558,0.19,0.24,0.39,0.18,0.5,0.86
Kallern,319,0.2,0.25,0.43,0.12,0.49,0.92
Kallnach,1910,0.17,0.25,0.39,0.19,0.49,0.92
Kaltbrunn,4620,0.22,0.3,0.35,0.13,0.51,0.8
Kammersrohr,34,0.15,0.24,0.44,0.18,0.53,0.97
Kandergrund,777,0.16,0.28,0.36,0.19,0.52,0.93
Kandersteg,1271,0.13,0.27,0.35,0.25,0.49,0.8
Kappel (SO),2958,0.17,0.28,0.39,0.17,0.5,0.84
Kappel am Albis,956,0.23,0.22,0.41,0.14,0.5,0.88
Kappelen,1353,0.21,0.25,0.39,0.14,0.51,0.9
Kaufdorf,1020,0.21,0.24,0.4,0.15,0.5,0.91
Kehrsatz,4164,0.2,0.27,0.33,0.2,0.49,0.8
Kemmental,2320,0.2,0.26,0.39,0.15,0.52,0.82
Kernenried,447,0.21,0.19,0.4,0.19,0.49,0.95
Kerns,5941,0.21,0.3,0.35,0.14,0.5,0.91
Kerzers,4774,0.2,0.31,0.36,0.13,0.49,0.78
Kesswil,996,0.19,0.22,0.39,0.2,0.49,0.83
Kestenholz,1739,0.21,0.26,0.37,0.17,0.51,0.93
Kienberg,526,0.19,0.25,0.39,0.18,0.51,0.94
Kiesen,900,0.21,0.29,0.39,0.12,0.48,0.95
Kilchberg (BL),157,0.2,0.25,0.36,0.18,0.48,0.97
Kilchberg (ZH),7804,0.18,0.26,0.36,0.2,0.48,0.71
Killwangen,1897,0.19,0.27,0.4,0.14,0.5,0.73
Kippel,364,0.14,0.25,0.38,0.23,0.49,0.98
Kirchberg (BE),5784,0.17,0.27,0.37,0.19,0.49,0.86
Kirchberg (SG),8522,0.21,0.29,0.36,0.14,0.52,0.74
Kirchdorf (BE),867,0.18,0.24,0.4,0.17,0.5,0.95
Kirchenthurnen,275,0.15,0.25,0.37,0.23,0.46,0.97
Kirchleerau,777,0.17,0.26,0.4,0.17,0.49,0.92
Kirchlindach,2887,0.15,0.24,0.38,0.23,0.47,0.93
Kleinandelfingen,2046,0.21,0.25,0.39,0.15,0.49,0.88
Kleinbösingen,595,0.17,0.24,0.46,0.13,0.51,0.95
Kleinlützel,1258,0.19,0.2,0.38,0.23,0.49,0.92
Klingnau,3251,0.15,0.29,0.37,0.19,0.51,0.72
Klosters-Serneus,3863,0.15,0.26,0.35,0.24,0.49,0.79
Kloten,18400,0.17,0.33,0.34,0.16,0.51,0.69
Knonau,2007,0.21,0.25,0.38,0.15,0.51,0.84
Knutwil,2090,0.24,0.25,0.38,0.13,0.51,0.9
Koblenz,1583,0.18,0.29,0.38,0.15,0.54,0.6
Konolfingen,4929,0.17,0.27,0.36,0.2,0.48,0.91
Koppigen,2080,0.19,0.25,0.39,0.17,0.49,0.94
Kradolf-Schönenberg,3401,0.18,0.3,0.39,0.12,0.51,0.78
Krattigen,1077,0.15,0.22,0.36,0.27,0.48,0.92
Krauchthal,2289,0.18,0.26,0.4,0.16,0.51,0.96
Kreuzlingen,20844,0.16,0.31,0.36,0.18,0.5,0.47
Kriechenwil,427,0.16,0.2,0.35,0.29,0.5,0.95
Kriegstetten,1270,0.17,0.27,0.4,0.17,0.5,0.91
Kriens,26953,0.17,0.28,0.35,0.2,0.49,0.83
Kyburg,407,0.2,0.22,0.47,0.11,0.51,0.9
Känerkinden,483,0.18,0.17,0.43,0.23,0.51,0.91
Kölliken,4264,0.19,0.29,0.36,0.15,0.49,0.82
Köniz,39782,0.17,0.28,0.35,0.2,0.48,0.83
Küblis,862,0.18,0.29,0.35,0.18,0.5,0.81
Künten,1673,0.2,0.27,0.39,0.14,0.51,0.84
Küsnacht (ZH),13654,0.17,0.22,0.37,0.24,0.48,0.77
Küssnacht (SZ),12426,0.18,0.26,0.39,0.17,0.51,0.79
Küttigen,5935,0.18,0.25,0.38,0.19,0.49,0.85
L'Abbaye,1365,0.17,0.26,0.35,0.21,0.49,0.85
L'Abergement,242,0.25,0.17,0.43,0.15,0.52,0.93
L'Isle,1012,0.18,0.28,0.38,0.16,0.5,0.87
La Baroche,1179,0.23,0.2,0.36,0.21,0.5,0.93
La Brillaz,1805,0.25,0.27,0.37,0.12,0.51,0.9
La Brévine,655,0.19,0.24,0.35,0.22,0.5,0.94
La Chaux (Cossonay),425,0.23,0.29,0.34,0.14,0.5,0.88
La Chaux-de-Fonds,38686,0.19,0.3,0.33,0.18,0.48,0.7
La Chaux-des-Breuleux,99,0.15,0.28,0.35,0.21,0.52,0.91
La Chaux-du-Milieu,483,0.26,0.24,0.34,0.15,0.51,0.96
La Côte-aux-Fées,468,0.19,0.22,0.33,0.26,0.49,0.92
La Ferrière,553,0.22,0.28,0.35,0.14,0.5,0.93
La Folliaz,935,0.23,0.28,0.37,0.12,0.5,0.93
La Neuveville,3611,0.18,0.25,0.36,0.21,0.48,0.83
La Praz,151,0.21,0.25,0.4,0.14,0.53,0.91
La Punt-Chamues-ch,770,0.16,0.27,0.4,0.17,0.49,0.7
La Rippe,1076,0.23,0.24,0.42,0.12,0.49,0.72
La Roche,1517,0.21,0.28,0.36,0.15,0.51,0.86
La Sagne,940,0.21,0.24,0.34,0.21,0.49,0.93
La Sarraz,2449,0.22,0.31,0.34,0.13,0.49,0.74
La Sonnaz,1030,0.24,0.26,0.39,0.11,0.49,0.89
La Tour-de-Peilz,10991,0.19,0.25,0.35,0.22,0.47,0.72
La Tène,4833,0.21,0.24,0.37,0.18,0.49,0.73
La Verrerie,1154,0.26,0.25,0.36,0.12,0.5,0.86
Laax,1506,0.12,0.32,0.37,0.19,0.54,0.82
Lachen,8126,0.17,0.3,0.36,0.17,0.5,0.71
Laconnex,602,0.17,0.24,0.38,0.2,0.5,0.85
Lajoux (JU),683,0.2,0.25,0.37,0.18,0.48,0.93
Lalden,671,0.17,0.27,0.38,0.18,0.51,0.9
Lamone,1780,0.18,0.29,0.37,0.15,0.5,0.6
Lampenberg,507,0.18,0.2,0.4,0.22,0.5,0.95
Lancy,29342,0.2,0.29,0.33,0.17,0.48,0.64
Landiswil,634,0.19,0.26,0.35,0.2,0.49,0.98
Landquart,8498,0.17,0.29,0.38,0.16,0.5,0.81
Langenbruck,974,0.15,0.27,0.4,0.18,0.54,0.82
Langendorf,3760,0.16,0.25,0.35,0.23,0.48,0.87
Langenthal,15291,0.17,0.31,0.33,0.19,0.49,0.79
Langnau am Albis,7330,0.19,0.25,0.35,0.21,0.49,0.74
Langnau im Emmental,9100,0.19,0.28,0.34,0.19,0.48,0.93
Langrickenbach,1226,0.2,0.29,0.39,0.12,0.51,0.86
Lantsch/Lenz,529,0.15,0.27,0.34,0.24,0.52,0.82
Lauenen,816,0.18,0.28,0.35,0.18,0.48,0.88
Lauerz,1060,0.23,0.27,0.37,0.13,0.52,0.93
Laufen,5365,0.18,0.27,0.36,0.19,0.49,0.76
Laufen-Uhwiesen,1622,0.19,0.21,0.39,0.21,0.51,0.89
Laufenburg,3307,0.19,0.27,0.38,0.17,0.52,0.7
Laupen,2849,0.17,0.25,0.37,0.22,0.49,0.88
Laupersdorf,1682,0.21,0.25,0.37,0.17,0.5,0.92
Lauperswil,2642,0.18,0.26,0.37,0.19,0.5,0.96
Lausanne,132756,0.17,0.37,0.3,0.15,0.48,0.58
Lausen,4996,0.17,0.29,0.37,0.16,0.49,0.73
Lauterbrunnen,2438,0.14,0.24,0.39,0.22,0.5,0.77
Lauwil,331,0.18,0.22,0.37,0.22,0.48,0.95
Lavertezzo,1221,0.21,0.26,0.38,0.15,0.5,0.79
Lavey-Morcles,879,0.19,0.27,0.37,0.18,0.5,0.83
Lavigny,899,0.23,0.27,0.39,0.11,0.5,0.75
Lavizzara,563,0.14,0.22,0.36,0.28,0.52,0.94
Lax,287,0.18,0.28,0.36,0.18,0.53,0.85
Le Bémont (JU),319,0.21,0.27,0.37,0.15,0.51,0.98
Le Cerneux-Péquignot,322,0.24,0.28,0.31,0.17,0.53,0.96
Le Chenit,4441,0.19,0.27,0.33,0.22,0.49,0.74
Le Châtelard,373,0.24,0.25,0.34,0.17,0.49,0.97
Le Flon,1153,0.27,0.26,0.34,0.13,0.5,0.92
Le Glèbe,1238,0.27,0.29,0.33,0.11,0.5,0.91
Le Grand-Saconnex,11907,0.23,0.29,0.33,0.15,0.48,0.56
Le Landeron,4513,0.2,0.25,0.36,0.19,0.49,0.81
Le Lieu,850,0.18,0.23,0.33,0.25,0.49,0.86
Le Locle,10424,0.19,0.28,0.33,0.19,0.49,0.72
Le Mont-sur-Lausanne,6693,0.21,0.28,0.33,0.17,0.49,0.76
Le Mouret,3051,0.22,0.25,0.38,0.15,0.51,0.87
Le Noirmont,1786,0.2,0.29,0.35,0.16,0.47,0.86
Le Pâquier (FR),1110,0.23,0.27,0.36,0.14,0.49,0.85
Le Vaud,1231,0.26,0.22,0.4,0.13,0.5,0.83
Leggia,127,0.17,0.22,0.39,0.22,0.49,0.94
Leibstadt,1284,0.18,0.27,0.38,0.18,0.52,0.68
Leimbach (AG),466,0.19,0.22,0.41,0.18,0.52,0.88
Leissigen,964,0.18,0.22,0.38,0.22,0.49,0.93
Lengnau (AG),2615,0.23,0.25,0.38,0.14,0.5,0.86
Lengnau (BE),4669,0.17,0.25,0.37,0.22,0.49,0.8
Lengwil,1492,0.22,0.26,0.39,0.13,0.5,0.78
Lenk,2454,0.16,0.29,0.35,0.2,0.5,0.85
Lens,3917,0.15,0.23,0.35,0.27,0.5,0.7
Lenzburg,8831,0.16,0.34,0.33,0.17,0.49,0.73
Les Agettes,318,0.13,0.23,0.4,0.24,0.46,0.85
Les Bois,1151,0.23,0.26,0.36,0.15,0.5,0.91
Les Brenets,1079,0.17,0.24,0.36,0.23,0.49,0.87
Les Breuleux,1445,0.2,0.29,0.31,0.2,0.5,0.85
Les Clées,166,0.19,0.2,0.44,0.16,0.52,0.86
Les Enfers,145,0.21,0.24,0.41,0.13,0.48,0.99
Les Genevez (JU),534,0.19,0.24,0.34,0.23,0.51,0.92
Les Montets,1358,0.22,0.27,0.37,0.13,0.51,0.84
Les Planchettes,220,0.21,0.24,0.41,0.14,0.49,0.91
Les Ponts-de-Martel,1276,0.21,0.26,0.33,0.2,0.49,0.93
Les Verrières,704,0.23,0.23,0.33,0.21,0.51,0.91
Leuggern,2134,0.17,0.24,0.41,0.18,0.5,0.83
Leuk,3724,0.17,0.27,0.38,0.18,0.5,0.89
Leukerbad,1535,0.16,0.27,0.41,0.15,0.5,0.63
Leutwil,741,0.19,0.21,0.43,0.16,0.51,0.92
Leuzigen,1208,0.18,0.22,0.38,0.21,0.49,0.95
Leysin,4096,0.22,0.42,0.25,0.11,0.48,0.39
Leytron,2972,0.16,0.27,0.34,0.22,0.48,0.81
Lichtensteig,1949,0.17,0.31,0.35,0.17,0.51,0.81
Liddes,743,0.2,0.27,0.33,0.2,0.51,0.92
Liedertswil,165,0.2,0.19,0.41,0.21,0.53,0.93
Liesberg,1180,0.16,0.24,0.4,0.2,0.51,0.89
Liestal,13803,0.17,0.29,0.35,0.19,0.5,0.74
Ligerz,539,0.15,0.21,0.39,0.25,0.48,0.94
Lignerolle,381,0.2,0.29,0.37,0.13,0.55,0.86
Lignières,949,0.24,0.26,0.36,0.13,0.51,0.89
Lindau,5308,0.2,0.27,0.39,0.15,0.51,0.79
Linden,1312,0.19,0.25,0.37,0.19,0.5,0.95
Linescio,50,0.02,0.24,0.54,0.2,0.56,0.86
Locarno,15667,0.15,0.26,0.35,0.23,0.47,0.66
Lodrino,1742,0.2,0.25,0.36,0.2,0.51,0.7
Lohn (GR),40,0.12,0.28,0.32,0.28,0.45,1.0
Lohn (SH),740,0.2,0.27,0.39,0.14,0.48,0.91
Lohn-Ammannsegg,2639,0.17,0.24,0.39,0.2,0.49,0.91
Lohnstorf,220,0.23,0.17,0.44,0.16,0.46,0.97
Lommis,1177,0.21,0.26,0.42,0.11,0.51,0.88
Lommiswil,1472,0.18,0.21,0.41,0.19,0.5,0.94
Lonay,2491,0.21,0.25,0.34,0.2,0.48,0.78
Longirod,426,0.2,0.25,0.4,0.15,0.51,0.84
Losone,6498,0.17,0.25,0.37,0.22,0.5,0.78
Lostallo,735,0.18,0.24,0.38,0.21,0.52,0.85
Lostorf,3804,0.19,0.23,0.4,0.17,0.5,0.9
Lotzwil,2468,0.2,0.27,0.35,0.18,0.51,0.84
Lovatens,137,0.2,0.18,0.38,0.24,0.47,0.97
Loveresse,321,0.19,0.26,0.36,0.19,0.51,0.92
Lucens,3163,0.21,0.31,0.33,0.14,0.5,0.61
Lufingen,1873,0.22,0.24,0.43,0.11,0.52,0.83
Lugano,62770,0.16,0.27,0.36,0.21,0.48,0.63
Lugnez,190,0.17,0.26,0.41,0.16,0.53,0.93
Luins,598,0.21,0.3,0.39,0.1,0.52,0.64
Lully (FR),1050,0.26,0.29,0.33,0.11,0.48,0.85
Lully (VD),759,0.24,0.23,0.38,0.15,0.52,0.82
Lumino,1370,0.19,0.25,0.38,0.19,0.48,0.83
Lumnezia,2118,0.14,0.25,0.36,0.25,0.51,0.96
Lungern,2086,0.2,0.24,0.36,0.2,0.51,0.9
Lupfig,2187,0.18,0.25,0.4,0.17,0.5,0.82
Lupsingen,1370,0.21,0.19,0.4,0.2,0.49,0.91
Lurtigen,180,0.18,0.2,0.42,0.19,0.47,0.99
Lussery-Villars,395,0.16,0.36,0.35,0.12,0.51,0.82
Lussy-sur-Morges,643,0.22,0.22,0.37,0.19,0.49,0.81
Luterbach,3404,0.17,0.25,0.38,0.19,0.5,0.84
Luthern,1329,0.22,0.26,0.33,0.19,0.53,0.95
Lutry,9507,0.18,0.23,0.37,0.22,0.48,0.73
Lutzenberg,1253,0.16,0.24,0.46,0.13,0.52,0.84
Luzein,1237,0.2,0.22,0.37,0.21,0.51,0.91
Luzern,80480,0.14,0.35,0.32,0.19,0.48,0.76
Lyss,14200,0.17,0.3,0.36,0.17,0.5,0.84
Lyssach,1398,0.16,0.3,0.36,0.19,0.51,0.93
Läufelfingen,1268,0.19,0.23,0.38,0.2,0.51,0.9
Léchelles,666,0.22,0.33,0.32,0.13,0.51,0.87
Löhningen,1368,0.21,0.25,0.37,0.17,0.5,0.87
Lüscherz,531,0.15,0.24,0.42,0.18,0.52,0.9
Lüsslingen-Nennigkofen,991,0.21,0.23,0.39,0.18,0.5,0.87
Lüterkofen-Ichertswil,715,0.17,0.21,0.4,0.22,0.49,0.94
Lüterswil-Gächliwil,322,0.14,0.19,0.44,0.23,0.51,0.95
Lütisburg,1443,0.23,0.29,0.37,0.12,0.51,0.88
Lütschental,235,0.13,0.34,0.38,0.16,0.51,0.95
Lützelflüh,4079,0.19,0.24,0.37,0.19,0.49,0.95
Madiswil,3160,0.19,0.25,0.36,0.2,0.49,0.95
Madulain,227,0.16,0.3,0.37,0.18,0.53,0.7
Magden,3824,0.2,0.23,0.39,0.18,0.5,0.85
Maggia,2550,0.17,0.25,0.38,0.2,0.5,0.89
Magliaso,1498,0.17,0.22,0.38,0.23,0.48,0.77
Maienfeld,2687,0.17,0.28,0.36,0.19,0.5,0.9
Maisprach,938,0.18,0.23,0.44,0.15,0.49,0.88
Maladers,486,0.13,0.24,0.43,0.2,0.5,0.93
Malans,2339,0.2,0.26,0.38,0.16,0.49,0.92
Malters,6911,0.2,0.3,0.36,0.14,0.5,0.89
Mammern,614,0.19,0.27,0.38,0.16,0.5,0.73
Mandach,309,0.24,0.25,0.36,0.16,0.52,0.97
Manno,1269,0.19,0.25,0.37,0.19,0.49,0.83
Maracon,453,0.22,0.24,0.4,0.13,0.49,0.91
Marbach (SG),2102,0.22,0.29,0.36,0.13,0.5,0.82
Marchissy,445,0.21,0.26,0.4,0.12,0.5,0.83
Marly,7918,0.19,0.28,0.35,0.18,0.48,0.73
Marmorera,31,0.03,0.26,0.48,0.23,0.45,0.97
Maroggia,601,0.14,0.24,0.38,0.24,0.5,0.7
Marsens,1742,0.26,0.27,0.36,0.12,0.51,0.86
Marthalen,1986,0.18,0.28,0.38,0.16,0.5,0.9
Martigny,17210,0.19,0.32,0.33,0.16,0.49,0.69
Martigny-Combe,2314,0.19,0.28,0.36,0.16,0.5,0.88
Maschwanden,664,0.22,0.27,0.36,0.15,0.51,0.87
Masein,443,0.21,0.29,0.39,0.11,0.5,0.97
Massagno,6115,0.15,0.29,0.34,0.22,0.47,0.58
Massongex,1699,0.21,0.31,0.36,0.12,0.48,0.82
Massonnens,487,0.22,0.32,0.33,0.13,0.52,0.85
