commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Riva San Vitale,2581,0.16,0.24,0.4,0.21,0.49,0.82
Rivaz,348,0.18,0.23,0.37,0.21,0.49,0.83
Roche (VD),1440,0.23,0.32,0.31,0.14,0.47,0.68
Rochefort,1104,0.2,0.25,0.39,0.16,0.5,0.89
Roches (BE),211,0.11,0.27,0.43,0.18,0.5,0.91
Rocourt,161,0.2,0.22,0.31,0.26,0.49,0.97
Rodersdorf,1291,0.17,0.2,0.39,0.23,0.49,0.9
Roggenburg,287,0.19,0.17,0.47,0.16,0.53,0.93
Roggliswil,635,0.18,0.29,0.37,0.16,0.5,0.96
Roggwil (BE),3862,0.19,0.24,0.37,0.2,0.5,0.86
Roggwil (TG),2887,0.23,0.22,0.4,0.14,0.5,0.89
Rohr (SO),90,0.21,0.26,0.41,0.12,0.52,0.9
Rohrbach,1402,0.19,0.27,0.34,0.2,0.49,0.93
Rohrbachgraben,409,0.22,0.24,0.36,0.18,0.5,0.98
Rolle,5918,0.25,0.28,0.33,0.14,0.49,0.55
Romainmôtier-Envy,504,0.18,0.29,0.37,0.15,0.49,0.86
Romanel-sur-Lausanne,3298,0.19,0.29,0.36,0.15,0.49,0.78
Romanel-sur-Morges,462,0.21,0.25,0.39,0.15,0.49,0.87
Romanshorn,10533,0.17,0.29,0.35,0.19,0.49,0.7
Romont (BE),195,0.15,0.22,0.44,0.19,0.47,0.87
Romont (FR),4973,0.21,0.33,0.32,0.15,0.5,0.61
Romoos,674,0.21,0.27,0.35,0.16,0.51,0.98
Ronco sopra Ascona,651,0.09,0.17,0.42,0.32,0.52,0.73
Rongellen,57,0.12,0.35,0.44,0.09,0.58,0.91
Root,4669,0.21,0.33,0.34,0.12,0.51,0.75
Ropraz,385,0.2,0.27,0.35,0.18,0.49,0.86
Rorbas,2586,0.21,0.31,0.38,0.11,0.5,0.75
Rorschach,8988,0.17,0.32,0.34,0.18,0.51,0.53
Rorschacherberg,6962,0.16,0.28,0.38,0.19,0.5,0.72
Rossa,125,0.05,0.17,0.47,0.31,0.55,0.94
Rossemaison,600,0.21,0.27,0.33,0.19,0.52,0.93
Rossenges,60,0.25,0.28,0.32,0.15,0.45,0.9
Rossens (FR),1254,0.23,0.24,0.39,0.14,0.5,0.91
Rossinière,539,0.18,0.26,0.36,0.2,0.52,0.86
Rothenbrunnen,309,0.18,0.27,0.44,0.11,0.49,0.88
Rothenburg,7238,0.21,0.26,0.38,0.15,0.5,0.91
Rothenfluh,776,0.18,0.26,0.39,0.17,0.5,0.93
Rothenthurm,2270,0.24,0.31,0.34,0.11,0.51,0.87
Rothrist,8270,0.19,0.28,0.36,0.17,0.5,0.8
Rottenschwil,801,0.2,0.27,0.42,0.11,0.53,0.88
Rougemont,913,0.16,0.23,0.34,0.27,0.5,0.64
Roveredo (GR),2531,0.18,0.26,0.37,0.19,0.5,0.78
Rovio,798,0.17,0.23,0.41,0.19,0.5,0.81
Rovray,153,0.19,0.31,0.33,0.18,0.52,0.95
Rubigen,2905,0.18,0.26,0.39,0.17,0.49,0.93
Rudolfstetten-Friedlisberg,4449,0.19,0.29,0.35,0.16,0.5,0.76
Rue,1404,0.22,0.29,0.37,0.12,0.49,0.89
Rueyres,254,0.28,0.27,0.32,0.13,0.52,0.87
Rueyres-les-Prés,376,0.23,0.32,0.3,0.15,0.51,0.86
Rumendingen,89,0.17,0.39,0.22,0.21,0.53,0.98
Rumisberg,471,0.14,0.22,0.42,0.21,0.51,0.95
Rupperswil,4965,0.19,0.31,0.36,0.13,0.51,0.8
Russikon,4160,0.19,0.23,0.4,0.18,0.5,0.88
Russin,487,0.2,0.25,0.4,0.14,0.52,0.74
Russy,229,0.2,0.29,0.37,0.14,0.5,0.94
Ruswil,6763,0.21,0.29,0.35,0.14,0.51,0.93
Römerswil,1658,0.23,0.28,0.36,0.14,0.5,0.95
Röschenz,1836,0.19,0.25,0.41,0.16,0.51,0.91
Röthenbach im Emmental,1240,0.21,0.25,0.35,0.18,0.52,0.99
Rüderswil,2331,0.2,0.26,0.35,0.18,0.5,0.98
Rüdlingen,754,0.19,0.19,0.44,0.18,0.51,0.9
Rüdtligen-Alchenflüh,2403,0.17,0.31,0.36,0.16,0.51,0.76
Rüeggisberg,1831,0.18,0.23,0.39,0.2,0.5,0.97
Rüegsau,3127,0.18,0.26,0.36,0.2,0.49,0.96
Rüfenach,871,0.17,0.24,0.42,0.16,0.52,0.87
Rümikon,271,0.14,0.31,0.42,0.13,0.52,0.76
Rümlang,7230,0.18,0.33,0.34,0.15,0.5,0.71
Rümligen,442,0.14,0.28,0.41,0.17,0.51,0.95
Rümlingen,389,0.21,0.25,0.37,0.18,0.53,0.71
Rünenberg,764,0.18,0.21,0.4,0.22,0.5,0.96
Rüschegg,1615,0.16,0.24,0.39,0.21,0.49,0.96
Rüschlikon,5537,0.18,0.24,0.38,0.2,0.49,0.72
Rüte,3434,0.24,0.27,0.33,0.16,0.52,0.95
Rüthi (SG),2154,0.19,0.27,0.39,0.15,0.52,0.79
Rüti (ZH),11988,0.18,0.3,0.35,0.17,0.5,0.78
Rüti bei Büren,817,0.15,0.23,0.41,0.2,0.49,0.94
Rüti bei Lyssach,172,0.19,0.31,0.36,0.15,0.51,0.97
Rütschelen,566,0.21,0.21,0.4,0.19,0.49,0.96
Rüttenen,1460,0.17,0.24,0.38,0.21,0.5,0.94
S-chanf,727,0.18,0.26,0.38,0.18,0.52,0.85
Saanen,6856,0.16,0.29,0.37,0.19,0.5,0.74
Saas,748,0.19,0.23,0.34,0.24,0.51,0.92
Saas-Almagell,393,0.17,0.28,0.37,0.18,0.49,0.86
Saas-Balen,399,0.15,0.28,0.38,0.19,0.47,0.86
Saas-Fee,1658,0.16,0.3,0.41,0.13,0.51,0.71
Saas-Grund,1058,0.16,0.26,0.39,0.2,0.5,0.89
Sachseln,5005,0.2,0.27,0.36,0.17,0.5,0.87
Safenwil,3587,0.18,0.27,0.39,0.16,0.5,0.82
Safiental,911,0.19,0.25,0.34,0.22,0.52,0.95
Safnern,1886,0.2,0.21,0.39,0.2,0.48,0.93
Sagogn,673,0.18,0.27,0.35,0.19,0.53,0.91
Saicourt,609,0.22,0.25,0.37,0.15,0.53,0.95
Saignelégier,2559,0.2,0.28,0.36,0.16,0.5,0.92
Saillon,2363,0.21,0.28,0.33,0.18,0.5,0.78
Saint-Aubin (FR),1557,0.22,0.29,0.35,0.14,0.5,0.8
Saint-Aubin-Sauges,2408,0.18,0.26,0.36,0.2,0.47,0.8
Saint-Barthélemy (VD),773,0.21,0.3,0.38,0.1,0.55,0.89
Saint-Blaise,3270,0.2,0.25,0.34,0.21,0.49,0.8
Saint-Brais,232,0.21,0.21,0.41,0.17,0.5,0.96
Saint-Cergue,2258,0.17,0.25,0.43,0.15,0.54,0.68
Saint-George,960,0.24,0.22,0.39,0.14,0.5,0.77
Saint-Gingolph,950,0.18,0.21,0.37,0.24,0.49,0.8
Saint-Imier,4947,0.2,0.26,0.34,0.2,0.49,0.73
Saint-Livres,695,0.22,0.26,0.37,0.15,0.49,0.83
Saint-Légier-La Chiésaz,5064,0.24,0.21,0.39,0.17,0.49,0.76
Saint-Léonard,2212,0.2,0.26,0.38,0.16,0.49,0.81
Saint-Martin (FR),1013,0.24,0.26,0.36,0.14,0.51,0.88
Saint-Martin (VS),879,0.15,0.23,0.36,0.26,0.49,0.95
Saint-Maurice,4516,0.2,0.3,0.33,0.17,0.49,0.72
Saint-Oyens,315,0.21,0.22,0.42,0.15,0.5,0.85
Saint-Prex,5449,0.22,0.28,0.36,0.14,0.49,0.64
Saint-Saphorin (Lavaux),365,0.21,0.26,0.37,0.16,0.5,0.79
Saint-Sulpice (VD),3366,0.16,0.33,0.32,0.2,0.51,0.6
Sainte-Croix,4755,0.17,0.24,0.34,0.24,0.5,0.81
Salenstein,1294,0.15,0.22,0.46,0.18,0.51,0.74
Salgesch,1399,0.2,0.25,0.35,0.21,0.51,0.87
Salmsach,1368,0.19,0.29,0.37,0.15,0.51,0.74
Salouf,216,0.17,0.3,0.38,0.16,0.5,0.94
Salvan,1267,0.15,0.26,0.38,0.21,0.49,0.89
Salvenach,513,0.18,0.28,0.4,0.14,0.51,0.93
Samedan,3006,0.16,0.29,0.38,0.17,0.49,0.76
Samnaun,789,0.14,0.3,0.43,0.13,0.52,0.78
San Vittore,754,0.13,0.26,0.43,0.18,0.5,0.8
Sant'Antonino,2310,0.19,0.28,0.37,0.17,0.5,0.7
Sant'Antonio,229,0.11,0.21,0.43,0.24,0.54,0.9
Santa Maria in Calanca,113,0.1,0.14,0.47,0.29,0.49,0.89
Sargans,5962,0.17,0.33,0.34,0.16,0.49,0.75
Sarmenstorf,2675,0.2,0.28,0.38,0.14,0.5,0.88
Sarnen,10084,0.17,0.27,0.37,0.18,0.5,0.86
Sarzens,83,0.24,0.23,0.36,0.17,0.52,0.87
Satigny,3961,0.25,0.27,0.35,0.14,0.5,0.73
Sattel,1854,0.21,0.29,0.37,0.13,0.52,0.89
Saubraz,372,0.27,0.27,0.35,0.11,0.49,0.81
Sauge,816,0.16,0.25,0.34,0.25,0.51,0.86
Saulcy,255,0.17,0.3,0.35,0.18,0.48,0.93
Saules (BE),156,0.24,0.19,0.38,0.19,0.48,0.99
Savigny,3374,0.19,0.25,0.39,0.17,0.49,0.77
Savièse,7149,0.19,0.27,0.34,0.19,0.49,0.87
Savognin,1009,0.14,0.27,0.37,0.21,0.51,0.82
Savosa,2157,0.17,0.25,0.37,0.21,0.48,0.66
Saxeten,98,0.16,0.18,0.39,0.27,0.56,0.98
Saxon,4993,0.21,0.29,0.35,0.15,0.5,0.68
Schaffhausen,35605,0.16,0.3,0.34,0.2,0.48,0.72
Schafisheim,2868,0.19,0.27,0.39,0.15,0.51,0.82
Schangnau,886,0.2,0.26,0.37,0.17,0.51,0.98
Scharans,826,0.19,0.26,0.36,0.2,0.48,0.95
Schattdorf,5005,0.18,0.27,0.37,0.19,0.51,0.92
Schattenhalb,589,0.19,0.22,0.37,0.22,0.5,0.87
Schelten,40,0.28,0.22,0.32,0.18,0.5,1.0
Schenkon,2744,0.19,0.3,0.39,0.12,0.5,0.95
Scherz,649,0.17,0.27,0.37,0.18,0.51,0.91
Scheuren,458,0.21,0.22,0.4,0.17,0.48,0.97
Schiers,2595,0.19,0.28,0.36,0.17,0.51,0.84
Schinznach,2233,0.18,0.24,0.41,0.18,0.5,0.85
Schinznach-Bad,1194,0.16,0.27,0.39,0.18,0.53,0.72
Schlatt (TG),1635,0.2,0.23,0.41,0.15,0.5,0.88
Schlatt (ZH),738,0.26,0.25,0.36,0.14,0.52,0.94
Schlatt-Haslen,1107,0.19,0.31,0.35,0.15,0.53,0.97
Schleinikon,707,0.19,0.25,0.44,0.12,0.52,0.91
Schleitheim,1719,0.18,0.22,0.36,0.24,0.51,0.86
Schlierbach,778,0.27,0.25,0.35,0.13,0.52,0.92
Schlieren,17648,0.18,0.36,0.32,0.14,0.51,0.55
Schlossrued,800,0.17,0.22,0.43,0.18,0.5,0.94
Schlosswil,627,0.19,0.23,0.4,0.18,0.51,0.97
Schluein,590,0.19,0.28,0.36,0.16,0.53,0.76
Schmerikon,3471,0.18,0.27,0.37,0.18,0.5,0.76
Schmiedrued,1181,0.18,0.24,0.42,0.16,0.5,0.91
Schmitten (FR),4006,0.21,0.27,0.37,0.15,0.51,0.89
Schmitten (GR),252,0.12,0.19,0.4,0.29,0.55,0.88
Schneisingen,1316,0.18,0.19,0.41,0.22,0.49,0.91
Schnottwil,1037,0.2,0.25,0.38,0.17,0.49,0.95
Schongau,977,0.24,0.23,0.4,0.13,0.53,0.94
Schupfart,758,0.16,0.28,0.43,0.13,0.53,0.91
Schwaderloch,687,0.16,0.27,0.41,0.16,0.51,0.81
Schwadernau,673,0.22,0.21,0.39,0.18,0.48,0.94
Schwanden bei Brienz,582,0.15,0.19,0.42,0.25,0.5,0.96
Schwarzenberg,1682,0.21,0.26,0.39,0.14,0.51,0.93
Schwarzenburg,6793,0.17,0.26,0.38,0.2,0.49,0.94
Schwarzhäusern,501,0.21,0.22,0.4,0.17,0.5,0.96
Schwellbrunn,1492,0.21,0.27,0.36,0.15,0.52,0.92
Schwende,2171,0.24,0.28,0.33,0.15,0.5,0.91
Schwendibach,243,0.19,0.28,0.36,0.17,0.55,0.99
Schwerzenbach,4957,0.18,0.32,0.34,0.17,0.5,0.76
Schwyz,14783,0.18,0.29,0.35,0.17,0.5,0.83
Schänis,3692,0.19,0.29,0.36,0.15,0.5,0.89
Schöfflisdorf,1362,0.18,0.24,0.39,0.19,0.5,0.84
Schöftland,4037,0.17,0.29,0.35,0.19,0.49,0.83
Schönenberg (ZH),1885,0.18,0.23,0.4,0.19,0.5,0.89
Schönenbuch,1414,0.18,0.21,0.4,0.21,0.5,0.89
Schönengrund,509,0.2,0.27,0.36,0.18,0.5,0.94
Schönenwerd,4857,0.17,0.29,0.36,0.18,0.49,0.64
Schönholzerswilen,837,0.25,0.26,0.36,0.13,0.52,0.93
Schötz,3942,0.23,0.31,0.34,0.13,0.5,0.84
Schübelbach,8761,0.19,0.33,0.36,0.12,0.5,0.73
Schüpfen,3670,0.18,0.27,0.39,0.16,0.49,0.93
Schüpfheim,4092,0.22,0.28,0.34,0.17,0.49,0.93
Scuol,4682,0.17,0.27,0.36,0.2,0.49,0.79
Seeberg,1423,0.18,0.24,0.39,0.19,0.5,0.96
Seedorf (BE),2966,0.18,0.24,0.4,0.18,0.49,0.95
Seedorf (UR),1834,0.25,0.29,0.33,0.13,0.5,0.94
Seegräben,1333,0.2,0.26,0.39,0.15,0.5,0.83
Seehof,69,0.17,0.3,0.33,0.19,0.57,0.96
Seelisberg,682,0.16,0.19,0.43,0.22,0.5,0.85
Seengen,3714,0.2,0.26,0.39,0.15,0.49,0.89
Seewen,1003,0.17,0.2,0.43,0.2,0.5,0.92
Seewis im Prättigau,1372,0.2,0.25,0.37,0.18,0.49,0.91
Seftigen,2221,0.19,0.26,0.39,0.16,0.49,0.93
Seltisberg,1292,0.18,0.2,0.39,0.23,0.47,0.93
Selzach,3182,0.19,0.25,0.36,0.19,0.5,0.87
Sembrancher,954,0.2,0.29,0.34,0.16,0.51,0.82
Sementina,3074,0.19,0.26,0.34,0.21,0.5,0.77
Sempach,4149,0.23,0.27,0.36,0.14,0.5,0.93
Semsales,1347,0.22,0.3,0.35,0.13,0.5,0.88
Senarclens,431,0.23,0.27,0.35,0.15,0.5,0.9
Sennwald,5038,0.18,0.3,0.38,0.14,0.53,0.73
Senèdes,153,0.24,0.24,0.35,0.17,0.52,0.93
Seon,4807,0.19,0.27,0.36,0.18,0.49,0.78
Sergey,146,0.23,0.3,0.36,0.11,0.52,0.9
Serravalle,2088,0.19,0.24,0.33,0.24,0.51,0.92
Servion,1865,0.22,0.26,0.38,0.14,0.49,0.83
Sessa,684,0.17,0.21,0.38,0.24,0.47,0.81
Seuzach,7201,0.17,0.26,0.36,0.22,0.5,0.87
Sevelen,4679,0.19,0.3,0.36,0.14,0.51,0.65
Siblingen,810,0.17,0.24,0.39,0.2,0.5,0.88
Sierre,16329,0.17,0.29,0.34,0.2,0.49,0.7
Siglistorf,621,0.19,0.25,0.44,0.12,0.51,0.8
Signau,2736,0.19,0.26,0.36,0.2,0.51,0.95
Signy-Avenex,464,0.22,0.22,0.37,0.2,0.48,0.74
Sigriswil,4674,0.13,0.21,0.38,0.28,0.48,0.9
Silenen,2195,0.16,0.26,0.39,0.19,0.56,0.86
Sils im Domleschg,894,0.18,0.25,0.36,0.2,0.5,0.85
Sils im Engadin/Segl,756,0.15,0.3,0.38,0.17,0.49,0.63
Silvaplana,1067,0.11,0.28,0.39,0.21,0.49,0.67
Simplon,327,0.12,0.3,0.39,0.19,0.46,0.99
Sins,4183,0.23,0.27,0.37,0.13,0.51,0.82
Sion,32789,0.18,0.31,0.33,0.18,0.48,0.73
Sirnach,7469,0.19,0.3,0.36,0.14,0.51,0.77
Siselen,597,0.18,0.23,0.39,0.2,0.51,0.89
Sisikon,394,0.19,0.31,0.34,0.16,0.54,0.83
Sissach,6406,0.18,0.3,0.35,0.16,0.49,0.84
Sisseln,1471,0.19,0.25,0.42,0.14,0.53,0.78
Siviriez,2195,0.22,0.3,0.34,0.15,0.51,0.87
Soazza,361,0.11,0.18,0.39,0.32,0.54,0.83
Sobrio,78,0.18,0.17,0.42,0.23,0.47,0.94
Solothurn,16595,0.14,0.34,0.33,0.19,0.48,0.8
Sommeri,507,0.17,0.27,0.4,0.16,0.49,0.9
Sonceboz-Sombeval,1849,0.22,0.27,0.34,0.17,0.51,0.84
Sonogno,94,0.18,0.17,0.36,0.29,0.46,0.96
Sonvilier,1246,0.24,0.29,0.31,0.17,0.51,0.89
Soral,743,0.22,0.26,0.32,0.2,0.5,0.8
Sorengo,1867,0.16,0.34,0.31,0.18,0.44,0.62
Sorens,1031,0.22,0.28,0.36,0.14,0.52,0.89
Sorvilier,255,0.17,0.24,0.38,0.22,0.52,0.92
Soubey,144,0.17,0.12,0.42,0.29,0.56,0.94
Soyhières,474,0.16,0.27,0.39,0.18,0.47,0.82
Speicher,4165,0.18,0.25,0.37,0.2,0.49,0.9
Spiez,12575,0.16,0.23,0.38,0.23,0.49,0.91
Spiringen,841,0.23,0.24,0.37,0.15,0.53,0.98
Splügen,392,0.11,0.25,0.37,0.27,0.5,0.89
Spreitenbach,10970,0.21,0.33,0.33,0.13,0.5,0.49
St. Antoni,1908,0.16,0.25,0.42,0.17,0.51,0.95
St. Antönien,356,0.24,0.21,0.37,0.18,0.52,0.95
St. Gallen,74562,0.16,0.36,0.31,0.17,0.49,0.71
St. Margrethen,5727,0.18,0.31,0.35,0.17,0.51,0.53
St. Moritz,5147,0.13,0.28,0.39,0.2,0.5,0.59
St. Niklaus,2300,0.18,0.27,0.39,0.17,0.5,0.91
St. Silvester,955,0.19,0.23,0.4,0.18,0.5,0.96
St. Stephan,1339,0.17,0.27,0.34,0.21,0.51,0.91
St. Ursen,1281,0.18,0.28,0.37,0.17,0.5,0.94
Stabio,4460,0.2,0.24,0.39,0.17,0.49,0.78
Stadel,2029,0.19,0.24,0.41,0.15,0.49,0.89
Staffelbach,1054,0.18,0.28,0.39,0.15,0.51,0.93
Stalden (VS),1111,0.15,0.27,0.37,0.21,0.47,0.92
Staldenried,553,0.16,0.27,0.37,0.19,0.51,0.98
Stallikon,3339,0.19,0.25,0.4,0.15,0.5,0.81
Stans,8173,0.18,0.29,0.36,0.17,0.5,0.88
Stansstad,4401,0.13,0.24,0.41,0.22,0.51,0.86
Starrkirch-Wil,1660,0.2,0.24,0.38,0.18,0.5,0.87
Staufen,2603,0.19,0.23,0.39,0.19,0.5,0.86
Steckborn,3626,0.16,0.24,0.38,0.21,0.51,0.75
Steffisburg,15584,0.17,0.28,0.35,0.21,0.48,0.9
Steg-Hohtenn,1558,0.16,0.25,0.4,0.19,0.5,0.9
Stein (AG),3037,0.16,0.3,0.38,0.15,0.5,0.61
Stein (AR),1375,0.2,0.27,0.36,0.17,0.51,0.95
Stein am Rhein,3334,0.16,0.23,0.38,0.24,0.49,0.78
Steinach,3486,0.18,0.27,0.35,0.19,0.5,0.77
Steinen,3301,0.21,0.28,0.37,0.13,0.5,0.92
Steinerberg,915,0.22,0.26,0.36,0.15,0.52,0.94
Steinhausen,9258,0.18,0.28,0.38,0.16,0.5,0.77
Steinmaur,3354,0.17,0.31,0.35,0.17,0.51,0.77
Stetten (AG),1958,0.21,0.32,0.35,0.12,0.5,0.79
Stetten (SH),1292,0.22,0.23,0.39,0.16,0.5,0.79
Stettfurt,1149,0.23,0.2,0.44,0.12,0.5,0.93
Stettlen,2931,0.17,0.25,0.39,0.18,0.49,0.88
Stocken-Höfen,981,0.19,0.27,0.4,0.14,0.5,0.95
Strengelbach,4670,0.19,0.27,0.37,0.17,0.51,0.75
Studen (BE),2958,0.17,0.29,0.38,0.17,0.49,0.86
Stäfa,13930,0.17,0.23,0.38,0.21,0.49,0.82
Stüsslingen,1034,0.18,0.25,0.38,0.19,0.49,0.94
Subingen,3027,0.19,0.27,0.39,0.15,0.49,0.84
Suchy,483,0.25,0.28,0.35,0.12,0.52,0.88
Sufers,127,0.17,0.28,0.31,0.24,0.5,0.98
Suhr,9752,0.2,0.3,0.35,0.15,0.48,0.69
Sulgen,3623,0.18,0.3,0.35,0.16,0.5,0.76
Sullens,893,0.2,0.24,0.39,0.17,0.49,0.87
Sumiswald,5029,0.18,0.26,0.36,0.2,0.5,0.94
Sumvitg,1249,0.17,0.22,0.36,0.25,0.5,0.94
Sur,78,0.1,0.26,0.29,0.35,0.47,0.83
Surpierre,325,0.18,0.27,0.36,0.19,0.5,0.91
Sursee,9158,0.17,0.34,0.32,0.17,0.48,0.85
Suscévaz,195,0.17,0.26,0.35,0.21,0.5,0.91
Sutz-Lattrigen,1384,0.2,0.22,0.4,0.18,0.48,0.93
Syens,135,0.18,0.29,0.37,0.16,0.56,0.73
Sâles,1458,0.25,0.29,0.34,0.12,0.49,0.92
Sévaz,255,0.26,0.25,0.37,0.12,0.48,0.83
Sévery,212,0.21,0.24,0.41,0.14,0.51,0.92
Tafers,3147,0.19,0.29,0.35,0.18,0.5,0.88
Tamins,1202,0.15,0.27,0.4,0.19,0.51,0.85
Tannay,1539,0.24,0.22,0.38,0.16,0.49,0.63
Tartegnin,225,0.23,0.25,0.35,0.17,0.45,0.78
Tavannes,3561,0.2,0.28,0.35,0.16,0.5,0.79
Tecknau,853,0.19,0.31,0.35,0.15,0.51,0.7
Tegerfelden,1118,0.19,0.27,0.39,0.14,0.51,0.86
Tenero-Contra,2750,0.19,0.24,0.35,0.22,0.49,0.75
Tenniken,887,0.16,0.26,0.41,0.17,0.47,0.91
Tentlingen,1227,0.19,0.28,0.37,0.15,0.51,0.92
Termen,865,0.18,0.28,0.37,0.17,0.5,0.92
Terre di Pedemonte,2609,0.2,0.21,0.38,0.21,0.48,0.88
Teufen (AR),6037,0.16,0.26,0.36,0.22,0.49,0.89
Teufenthal (AG),1596,0.18,0.28,0.37,0.18,0.52,0.76
Teuffenthal (BE),163,0.19,0.23,0.36,0.21,0.46,0.97
Thal,6429,0.19,0.26,0.38,0.17,0.51,0.78
Thalheim (AG),764,0.16,0.25,0.39,0.2,0.52,0.96
Thalheim an der Thur,916,0.21,0.22,0.42,0.15,0.52,0.9
Thalwil,17552,0.18,0.28,0.36,0.18,0.49,0.73
Thayngen,5149,0.17,0.26,0.37,0.2,0.5,0.79
Therwil,9866,0.19,0.22,0.38,0.21,0.49,0.84
Thierachern,2460,0.22,0.25,0.36,0.17,0.49,0.95
Thun,42920,0.15,0.28,0.35,0.22,0.48,0.88
Thundorf,1345,0.21,0.25,0.4,0.14,0.51,0.93
Thunstetten,3066,0.2,0.25,0.37,0.19,0.51,0.84
Thusis,2946,0.18,0.28,0.36,0.18,0.51,0.69
Thônex,13754,0.2,0.27,0.35,0.18,0.48,0.66
Thörigen,1046,0.16,0.28,0.38,0.18,0.51,0.95
Thürnen,1345,0.18,0.26,0.39,0.18,0.5,0.83
Tinizong-Rona,326,0.11,0.29,0.37,0.23,0.51,0.76
Titterten,417,0.16,0.22,0.42,0.2,0.49,0.93
Tobel-Tägerschen,1478,0.23,0.29,0.36,0.13,0.49,0.86
Toffen,2546,0.18,0.24,0.39,0.19,0.49,0.92
Tolochenaz,1784,0.21,0.29,0.37,0.14,0.49,0.71
Torny,871,0.24,0.3,0.34,0.13,0.51,0.91
Torricella-Taverne,3066,0.19,0.25,0.38,0.17,0.49,0.72
Trachselwald,979,0.21,0.25,0.37,0.18,0.52,0.96
Tramelan,4418,0.2,0.27,0.32,0.21,0.5,0.85
Trasadingen,595,0.21,0.19,0.44,0.17,0.51,0.78
Treiten,422,0.18,0.23,0.4,0.18,0.52,0.94
Trey,258,0.24,0.23,0.39,0.14,0.49,0.92
Treycovagnes,460,0.17,0.32,0.41,0.11,0.48,0.88
Treytorrens (Payerne),127,0.2,0.23,0.38,0.19,0.51,0.95
Treyvaux,1447,0.23,0.27,0.36,0.15,0.5,0.89
Triengen,4450,0.21,0.3,0.35,0.14,0.51,0.77
Trient,161,0.19,0.29,0.34,0.19,0.5,0.86
Trimbach,6453,0.17,0.29,0.34,0.2,0.49,0.64
Trimmis,3039,0.19,0.27,0.38,0.15,0.51,0.92
Trin,1265,0.17,0.26,0.39,0.17,0.51,0.85
Trogen,1695,0.2,0.26,0.39,0.16,0.51,0.9
Troinex,2295,0.23,0.26,0.35,0.16,0.5,0.79
Troistorrents,4347,0.2,0.27,0.37,0.16,0.5,0.89
Trub,1344,0.21,0.24,0.36,0.19,0.52,0.99
Trubschachen,1423,0.19,0.23,0.35,0.23,0.49,0.91
Trun,1238,0.15,0.25,0.36,0.25,0.49,0.92
Truttikon,450,0.23,0.18,0.43,0.17,0.48,0.95
Trélex,1419,0.26,0.2,0.4,0.14,0.49,0.73
Trüllikon,996,0.18,0.22,0.39,0.2,0.51,0.92
Tschappina,138,0.14,0.25,0.41,0.2,0.51,0.94
Tschiertschen-Praden,310,0.12,0.28,0.38,0.22,0.49,0.91
Tschugg,447,0.16,0.28,0.41,0.16,0.49,0.82
Tuggen,3065,0.19,0.32,0.36,0.14,0.51,0.86
Tujetsch,1405,0.14,0.27,0.38,0.21,0.52,0.85
Turbenthal,4350,0.2,0.26,0.38,0.15,0.5,0.81
Turgi,2955,0.18,0.33,0.35,0.13,0.5,0.62
Turtmann-Unterems,1124,0.15,0.3,0.37,0.19,0.47,0.9
Twann-Tüscherz,1113,0.12,0.21,0.42,0.24,0.49,0.91
Tägerig,1410,0.22,0.28,0.37,0.13,0.5,0.84
Tägertschi,409,0.21,0.26,0.41,0.12,0.49,0.95
Tägerwilen,4282,0.19,0.28,0.38,0.15,0.5,0.64
Täsch,1212,0.2,0.33,0.37,0.1,0.52,0.47
Täuffelen,2674,0.18,0.21,0.39,0.22,0.49,0.92
Tévenon,744,0.19,0.24,0.38,0.18,0.48,0.88
Törbel,476,0.15,0.28,0.4,0.17,0.51,0.98
Tübach,1316,0.22,0.26,0.33,0.19,0.51,0.88
Udligenswil,2174,0.21,0.24,0.4,0.16,0.5,0.91
Ueberstorf,2387,0.2,0.24,0.39,0.17,0.51,0.97
Uebeschi,664,0.23,0.23,0.34,0.2,0.51,0.99
Ueken,845,0.22,0.22,0.43,0.13,0.5,0.87
Uerkheim,1303,0.17,0.23,0.43,0.16,0.5,0.92
Uesslingen-Buch,1076,0.19,0.26,0.41,0.15,0.51,0.94
Uetendorf,5964,0.17,0.23,0.39,0.21,0.5,0.94
Uetikon am See,5894,0.2,0.21,0.4,0.19,0.49,0.82
Uezwil,417,0.21,0.24,0.41,0.13,0.51,0.92
Ufhusen,862,0.23,0.26,0.35,0.16,0.51,0.96
Uitikon,3928,0.18,0.19,0.4,0.23,0.5,0.85
Ulmiz,398,0.2,0.22,0.43,0.15,0.51,0.95
Unterbäch,411,0.15,0.27,0.37,0.2,0.5,0.96
Untereggen,1031,0.25,0.22,0.41,0.12,0.52,0.94
Unterengstringen,3456,0.16,0.26,0.38,0.2,0.51,0.77
Unterentfelden,4065,0.19,0.28,0.33,0.19,0.5,0.76
Unteriberg,2303,0.19,0.28,0.37,0.16,0.51,0.94
Unterkulm,2909,0.18,0.28,0.37,0.18,0.49,0.72
Unterlangenegg,920,0.18,0.28,0.36,0.18,0.49,0.98
Unterlunkhofen,1244,0.18,0.26,0.43,0.14,0.5,0.9
Unterramsern,212,0.19,0.26,0.42,0.13,0.47,0.95
Unterschächen,705,0.22,0.3,0.34,0.13,0.53,0.98
Unterseen,5646,0.15,0.26,0.38,0.21,0.48,0.84
