commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Ursenbach,909,0.2,0.25,0.37,0.17,0.48,0.96
Ursins,208,0.19,0.24,0.39,0.18,0.49,0.9
Ursy,2826,0.24,0.29,0.33,0.13,0.5,0.86
Urtenen-Schönbühl,6180,0.17,0.32,0.34,0.16,0.49,0.82
Uster,33408,0.18,0.3,0.35,0.17,0.5,0.78
Uttigen,1901,0.2,0.23,0.41,0.17,0.49,0.95
Uttwil,1809,0.18,0.25,0.39,0.18,0.5,0.82
Utzenstorf,4207,0.19,0.25,0.39,0.18,0.5,0.92
Uznach,6207,0.21,0.3,0.34,0.16,0.49,0.73
Uzwil,12692,0.2,0.29,0.35,0.16,0.51,0.72
Vacallo,3388,0.17,0.23,0.39,0.22,0.49,0.71
Val Müstair,1532,0.14,0.23,0.37,0.26,0.48,0.93
Val Terbi,2638,0.22,0.25,0.36,0.17,0.5,0.93
Val-d'Illiez,1843,0.17,0.27,0.35,0.21,0.52,0.83
Val-de-Charmey,2383,0.17,0.24,0.36,0.23,0.5,0.83
Val-de-Ruz,16394,0.23,0.26,0.36,0.15,0.5,0.84
Val-de-Travers,10849,0.18,0.25,0.35,0.22,0.48,0.81
Valangin,492,0.22,0.32,0.31,0.15,0.52,0.72
Valbirse,3962,0.18,0.27,0.34,0.21,0.49,0.8
Valbroye,2933,0.21,0.29,0.34,0.16,0.5,0.79
Valeyres-sous-Montagny,641,0.19,0.25,0.4,0.17,0.51,0.85
Valeyres-sous-Rances,585,0.23,0.3,0.36,0.11,0.5,0.83
Valeyres-sous-Ursins,241,0.22,0.27,0.34,0.17,0.5,0.94
Vallon,390,0.24,0.31,0.33,0.12,0.51,0.87
Vallorbe,3581,0.2,0.28,0.34,0.18,0.5,0.72
Vals,1008,0.15,0.27,0.34,0.23,0.51,0.84
Valsot,907,0.18,0.24,0.37,0.21,0.5,0.91
Vandoeuvres,2563,0.21,0.24,0.37,0.18,0.49,0.7
Varen,616,0.13,0.24,0.39,0.24,0.51,0.93
Vaulion,482,0.2,0.29,0.34,0.17,0.49,0.91
Vaulruz,1048,0.22,0.3,0.33,0.15,0.49,0.87
Vaumarcus,268,0.22,0.22,0.39,0.17,0.51,0.84
Vaux-sur-Morges,195,0.24,0.24,0.34,0.17,0.5,0.85
Vaz/Obervaz,2694,0.15,0.29,0.36,0.21,0.51,0.78
Vechigen,5075,0.18,0.22,0.39,0.2,0.49,0.92
Vellerat,75,0.16,0.25,0.44,0.15,0.49,0.91
Veltheim (AG),1422,0.18,0.27,0.41,0.14,0.51,0.84
Vendlincourt,547,0.18,0.23,0.38,0.21,0.5,0.93
Venthône,1218,0.16,0.25,0.34,0.25,0.5,0.88
Verdabbio,166,0.18,0.2,0.4,0.22,0.5,0.84
Vergeletto,60,0.0,0.08,0.4,0.52,0.5,0.95
Vernate,579,0.19,0.22,0.41,0.18,0.49,0.8
Vernay,1067,0.22,0.28,0.36,0.14,0.51,0.92
Vernayaz,1906,0.2,0.29,0.35,0.16,0.49,0.73
Vernier,34472,0.21,0.31,0.34,0.15,0.49,0.55
Versoix,13055,0.24,0.28,0.33,0.15,0.48,0.56
Vevey,19217,0.18,0.34,0.33,0.15,0.48,0.56
Vex,1751,0.19,0.26,0.36,0.19,0.5,0.85
Veyras,1785,0.19,0.24,0.34,0.22,0.5,0.84
Veyrier,10995,0.22,0.25,0.35,0.18,0.49,0.72
Veysonnaz,606,0.17,0.27,0.35,0.21,0.5,0.81
Veytaux,851,0.12,0.27,0.4,0.21,0.49,0.7
Vezia,1961,0.19,0.24,0.37,0.19,0.48,0.75
Vich,771,0.23,0.25,0.4,0.12,0.51,0.71
Vico Morcote,378,0.19,0.19,0.4,0.22,0.5,0.55
Villarepos,604,0.22,0.24,0.41,0.14,0.52,0.89
Villars-Epeney,89,0.15,0.28,0.47,0.1,0.54,0.93
Villars-Sainte-Croix,674,0.17,0.23,0.42,0.19,0.49,0.76
Villars-le-Comte,153,0.2,0.2,0.4,0.2,0.49,0.95
Villars-le-Terroir,944,0.22,0.3,0.33,0.15,0.51,0.9
Villars-sous-Yens,571,0.22,0.26,0.4,0.13,0.49,0.85
Villars-sur-Glâne,12137,0.22,0.3,0.34,0.14,0.49,0.67
Villarsel-sur-Marly,83,0.16,0.39,0.41,0.05,0.54,0.75
Villarzel,414,0.19,0.24,0.38,0.2,0.5,0.88
Villaz-Saint-Pierre,1186,0.23,0.32,0.32,0.13,0.52,0.83
Villeneuve (FR),372,0.22,0.26,0.4,0.13,0.53,0.83
Villeneuve (VD),5309,0.19,0.29,0.34,0.18,0.49,0.61
Villeret,917,0.19,0.23,0.38,0.2,0.5,0.88
Villigen,2008,0.16,0.28,0.4,0.16,0.52,0.73
Villmergen,6846,0.18,0.33,0.36,0.13,0.51,0.72
Villnachern,1535,0.19,0.23,0.38,0.19,0.52,0.86
Villorsonnens,1295,0.22,0.25,0.37,0.15,0.51,0.92
Vilters-Wangs,4552,0.21,0.27,0.36,0.16,0.49,0.86
Vinelz,855,0.18,0.2,0.39,0.23,0.5,0.89
Vinzel,351,0.23,0.27,0.42,0.09,0.48,0.81
Vionnaz,2389,0.2,0.25,0.38,0.17,0.51,0.83
Visp,7498,0.17,0.31,0.35,0.18,0.5,0.78
Visperterminen,1377,0.17,0.22,0.39,0.22,0.49,0.96
Vitznau,1271,0.13,0.26,0.4,0.21,0.52,0.76
Vogorno,277,0.1,0.26,0.4,0.24,0.5,0.93
Volken,339,0.23,0.26,0.39,0.12,0.51,0.9
Volketswil,18437,0.2,0.29,0.36,0.15,0.5,0.76
Vollèges,1825,0.23,0.29,0.31,0.16,0.5,0.88
Vordemwald,1876,0.18,0.24,0.38,0.2,0.49,0.94
Vorderthal,1032,0.16,0.27,0.41,0.16,0.56,0.91
Vouvry,3945,0.2,0.28,0.36,0.15,0.49,0.74
Vuadens,2277,0.23,0.3,0.35,0.12,0.5,0.85
Vuarrens,930,0.27,0.3,0.31,0.12,0.51,0.86
Vucherens,533,0.19,0.28,0.37,0.16,0.49,0.86
Vufflens-la-Ville,1228,0.21,0.24,0.39,0.16,0.5,0.84
Vufflens-le-Château,825,0.25,0.22,0.38,0.15,0.51,0.8
Vugelles-La Mothe,137,0.28,0.19,0.42,0.1,0.47,0.85
Vuissens,253,0.26,0.35,0.24,0.15,0.53,0.81
Vuisternens-devant-Romont,2183,0.24,0.3,0.33,0.14,0.49,0.92
Vuisternens-en-Ogoz,975,0.26,0.3,0.34,0.09,0.52,0.75
Vuiteboeuf,520,0.24,0.29,0.37,0.11,0.5,0.81
Vulliens,442,0.21,0.28,0.36,0.15,0.51,0.89
Vullierens,457,0.18,0.28,0.37,0.18,0.51,0.84
Vully-les-Lacs,2792,0.18,0.27,0.36,0.19,0.5,0.88
Vérossaz,689,0.24,0.28,0.31,0.17,0.51,0.93
Vétroz,5644,0.22,0.29,0.36,0.13,0.49,0.75
Wachseldorn,236,0.2,0.26,0.31,0.23,0.52,0.99
Wagenhausen,1667,0.18,0.27,0.38,0.17,0.5,0.81
Wahlen,1408,0.18,0.26,0.4,0.15,0.5,0.9
Walchwil,3606,0.18,0.21,0.42,0.19,0.51,0.67
Wald (AR),856,0.2,0.25,0.35,0.19,0.51,0.9
Wald (BE),1178,0.18,0.23,0.38,0.21,0.49,0.93
Wald (ZH),9477,0.18,0.28,0.37,0.17,0.5,0.74
Waldenburg,1194,0.17,0.28,0.4,0.16,0.5,0.72
Waldkirch,3517,0.24,0.27,0.35,0.14,0.5,0.92
Waldstatt,1778,0.23,0.25,0.35,0.18,0.51,0.88
Walenstadt,5505,0.19,0.27,0.35,0.18,0.5,0.8
Walkringen,1819,0.19,0.24,0.37,0.2,0.5,0.95
Wallbach,1883,0.17,0.23,0.43,0.17,0.5,0.87
Wallenried,452,0.23,0.25,0.37,0.16,0.49,0.9
Wallisellen,15370,0.17,0.34,0.33,0.16,0.5,0.7
Walliswil bei Niederbipp,211,0.13,0.21,0.47,0.19,0.49,0.91
Walliswil bei Wangen,577,0.15,0.23,0.43,0.2,0.5,0.97
Walperswil,986,0.19,0.22,0.42,0.18,0.51,0.94
Waltalingen,675,0.18,0.24,0.42,0.15,0.49,0.93
Waltensburg/Vuorz,343,0.14,0.27,0.36,0.23,0.52,0.92
Waltenschwil,2717,0.21,0.26,0.4,0.14,0.5,0.87
Walterswil (BE),532,0.22,0.21,0.37,0.2,0.51,0.99
Walterswil (SO),713,0.17,0.22,0.42,0.19,0.51,0.92
Walzenhausen,2054,0.16,0.25,0.42,0.17,0.51,0.78
Wangen (SZ),4801,0.18,0.28,0.39,0.16,0.5,0.86
Wangen an der Aare,2200,0.18,0.28,0.35,0.19,0.49,0.87
Wangen bei Olten,4978,0.17,0.28,0.37,0.18,0.49,0.79
Wangen-Brüttisellen,7626,0.19,0.3,0.38,0.12,0.51,0.73
Wangenried,422,0.18,0.22,0.37,0.23,0.5,0.96
Wartau,5219,0.2,0.29,0.35,0.16,0.51,0.72
Warth-Weiningen,1237,0.18,0.21,0.42,0.18,0.51,0.91
Wassen,436,0.17,0.23,0.35,0.25,0.53,0.83
Wasterkingen,568,0.19,0.2,0.47,0.15,0.49,0.88
Wattenwil,2828,0.2,0.24,0.38,0.18,0.48,0.97
Wattwil,8535,0.18,0.28,0.34,0.21,0.49,0.77
Wauwil,1903,0.19,0.3,0.37,0.14,0.5,0.74
Weesen,1592,0.19,0.21,0.38,0.23,0.48,0.86
Wegenstetten,1056,0.2,0.22,0.38,0.2,0.5,0.91
Weggis,4354,0.14,0.24,0.38,0.24,0.49,0.78
Weiach,1157,0.16,0.27,0.42,0.14,0.51,0.81
Weinfelden,11036,0.17,0.32,0.33,0.19,0.5,0.78
Weiningen (ZH),4413,0.18,0.28,0.39,0.15,0.51,0.73
Weisslingen,3241,0.2,0.21,0.41,0.17,0.5,0.9
Welschenrohr,1129,0.17,0.23,0.38,0.22,0.52,0.89
Wengi,598,0.21,0.2,0.43,0.16,0.51,0.92
Wenslingen,730,0.19,0.19,0.4,0.22,0.51,0.94
Werthenstein,2035,0.22,0.29,0.35,0.15,0.51,0.87
Wettingen,20217,0.16,0.29,0.35,0.2,0.49,0.73
Wettswil am Albis,4715,0.2,0.22,0.37,0.2,0.49,0.86
Wetzikon (ZH),23935,0.18,0.32,0.33,0.16,0.5,0.76
Wichtrach,4107,0.19,0.26,0.38,0.17,0.5,0.94
Widen,3504,0.16,0.24,0.37,0.23,0.5,0.86
Widnau,9220,0.2,0.3,0.36,0.15,0.51,0.72
Wiedlisbach,2270,0.17,0.28,0.37,0.18,0.49,0.86
Wiesendangen,6123,0.2,0.24,0.37,0.19,0.5,0.92
Wiggiswil,98,0.21,0.14,0.5,0.14,0.48,0.89
Wigoltingen,2335,0.19,0.26,0.4,0.15,0.52,0.85
Wikon,1469,0.2,0.26,0.37,0.17,0.5,0.85
Wil (SG),23711,0.18,0.31,0.33,0.18,0.49,0.72
Wil (ZH),1357,0.18,0.23,0.41,0.18,0.51,0.9
Wila,1921,0.17,0.25,0.4,0.17,0.51,0.87
Wilchingen,1701,0.19,0.24,0.4,0.18,0.5,0.86
Wildberg,994,0.21,0.25,0.39,0.16,0.5,0.91
Wilderswil,2595,0.18,0.27,0.37,0.18,0.49,0.87
Wildhaus-Alt St. Johann,2657,0.2,0.24,0.35,0.22,0.51,0.88
Wilen (TG),2366,0.23,0.27,0.37,0.13,0.51,0.89
Wiler (Lötschen),575,0.23,0.22,0.37,0.18,0.49,0.94
Wiler bei Utzenstorf,839,0.18,0.24,0.38,0.19,0.52,0.96
Wileroltigen,383,0.21,0.25,0.42,0.13,0.49,0.88
Wiliberg,165,0.18,0.21,0.48,0.13,0.53,0.99
Willadingen,208,0.18,0.2,0.38,0.24,0.51,1.0
Willisau,7622,0.19,0.29,0.34,0.18,0.5,0.9
Wimmis,2430,0.19,0.24,0.38,0.19,0.51,0.93
Windisch,7146,0.19,0.31,0.32,0.18,0.49,0.71
Winkel,4172,0.17,0.24,0.41,0.18,0.51,0.86
Wintersingen,615,0.15,0.22,0.43,0.2,0.5,0.92
Winterthur,106762,0.18,0.34,0.32,0.16,0.49,0.77
Winznau,1829,0.17,0.24,0.39,0.2,0.51,0.85
Wisen (SO),410,0.18,0.18,0.47,0.17,0.51,0.93
Wislikofen,338,0.16,0.25,0.43,0.17,0.51,0.89
Wittenbach,9574,0.18,0.27,0.34,0.2,0.48,0.76
Witterswil,1486,0.19,0.22,0.4,0.2,0.5,0.82
Wittinsburg,430,0.24,0.18,0.4,0.17,0.49,0.94
Wittnau,1216,0.19,0.26,0.4,0.14,0.51,0.89
Wohlen (AG),15446,0.18,0.29,0.35,0.18,0.5,0.62
Wohlen bei Bern,9011,0.17,0.2,0.38,0.25,0.48,0.9
Wohlenschwil,1482,0.2,0.26,0.39,0.15,0.5,0.85
Wolfenschiessen,2106,0.22,0.29,0.34,0.15,0.52,0.9
Wolfhalden,1741,0.18,0.24,0.4,0.18,0.51,0.85
Wolfisberg,187,0.16,0.22,0.43,0.19,0.51,0.92
Wolfwil,2043,0.18,0.25,0.38,0.19,0.48,0.91
Wolhusen,4291,0.21,0.3,0.34,0.15,0.51,0.84
Wollerau,7061,0.16,0.22,0.44,0.18,0.53,0.77
Worb,11418,0.17,0.25,0.37,0.21,0.49,0.85
Worben,2263,0.17,0.24,0.39,0.2,0.49,0.9
Wuppenau,1126,0.24,0.26,0.35,0.15,0.5,0.93
Wynau,1591,0.17,0.27,0.37,0.19,0.52,0.79
Wynigen,2015,0.18,0.25,0.37,0.2,0.49,0.97
Wyssachen,1168,0.2,0.23,0.39,0.18,0.51,0.95
Wädenswil,21238,0.18,0.27,0.36,0.19,0.49,0.77
Wäldi,1039,0.18,0.25,0.42,0.15,0.52,0.84
Wängi,4489,0.21,0.27,0.37,0.15,0.51,0.85
Wölflinswil,990,0.23,0.26,0.36,0.16,0.53,0.93
Wünnewil-Flamatt,5444,0.19,0.28,0.37,0.15,0.5,0.81
Würenlingen,4452,0.2,0.28,0.37,0.15,0.5,0.75
Würenlos,6068,0.21,0.23,0.39,0.17,0.5,0.84
Yens,1328,0.21,0.25,0.37,0.17,0.5,0.75
Yverdon-les-Bains,29395,0.2,0.32,0.31,0.17,0.49,0.62
Yvonand,3100,0.21,0.29,0.33,0.17,0.49,0.85
Yvorne,1037,0.16,0.29,0.38,0.17,0.48,0.84
Zeglingen,475,0.2,0.24,0.37,0.19,0.52,0.94
Zeihen,1124,0.18,0.29,0.39,0.14,0.5,0.86
Zeiningen,2264,0.19,0.23,0.41,0.17,0.49,0.85
Zell (LU),1999,0.21,0.29,0.35,0.16,0.51,0.88
Zell (ZH),5696,0.19,0.28,0.36,0.17,0.5,0.79
Zeneggen,278,0.19,0.21,0.4,0.21,0.52,0.92
Zermatt,5768,0.16,0.34,0.38,0.12,0.51,0.6
Zernez,1565,0.17,0.28,0.34,0.21,0.51,0.82
Zetzwil,1313,0.17,0.27,0.37,0.18,0.51,0.88
Ziefen,1550,0.21,0.26,0.36,0.16,0.49,0.91
Zielebach,332,0.14,0.22,0.42,0.22,0.48,0.94
Zihlschlacht-Sitterdorf,2231,0.22,0.28,0.36,0.14,0.52,0.88
Zillis-Reischen,410,0.2,0.21,0.39,0.19,0.52,0.86
Zizers,3320,0.18,0.28,0.37,0.17,0.5,0.86
Zofingen,11209,0.15,0.32,0.34,0.19,0.49,0.82
Zollikofen,10092,0.17,0.27,0.35,0.21,0.49,0.8
Zollikon,12529,0.17,0.22,0.36,0.24,0.48,0.77
Zuchwil,8771,0.16,0.32,0.34,0.18,0.5,0.58
Zufikon,4375,0.18,0.27,0.37,0.18,0.5,0.8
Zug,28598,0.16,0.29,0.36,0.18,0.5,0.68
Zullwil,634,0.22,0.21,0.38,0.18,0.52,0.9
Zumholz,404,0.16,0.3,0.42,0.12,0.52,0.98
Zumikon,5151,0.19,0.19,0.37,0.26,0.48,0.77
Zunzgen,2488,0.16,0.26,0.37,0.21,0.49,0.83
Zuoz,1244,0.21,0.26,0.35,0.17,0.52,0.63
Zuzgen,859,0.2,0.2,0.44,0.16,0.49,0.89
Zuzwil (BE),571,0.21,0.21,0.37,0.22,0.48,0.97
Zuzwil (SG),4783,0.2,0.27,0.39,0.14,0.51,0.88
Zweisimmen,3014,0.15,0.24,0.36,0.25,0.5,0.89
Zwieselberg,309,0.28,0.21,0.35,0.17,0.5,0.99
Zwingen,2242,0.17,0.3,0.38,0.15,0.51,0.78
Zwischbergen,89,0.12,0.31,0.39,0.17,0.58,0.76
Zäziwil,1616,0.19,0.28,0.35,0.19,0.5,0.92
Zürich,391241,0.15,0.37,0.32,0.16,0.5,0.68
